ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
3898	Matis	abandoned rock	nawɨ	nawɨ	n a w ɨ	None	190		['n', 'a', 'w', 'ɨ']	2
5414	Katukina	abandoned rock	ɾumɨ	ɾumɨ	ɾ u m ɨ	None	308		['ɾ', 'u', 'm', 'ɨ', '(', '-', ')']	3
3177	Proto-Panoan	above	ma[n]a[n]	ma[n]a[n]	m a rⁿ a rⁿ	None	132		['m', 'a', 'rⁿ', '(', '-', ')', 'a', 'rⁿ', '(', '-', '-', '-', '-', ')']	4
3178	Kakataibo	above	manã́	manã́	m a n !ã́/ã	None	132		['m', 'a', 'n', '(', '-', ')', '!ã́/ã', '-', '(', '-', '-', '-', '-', ')']	4
3179	ShipiboKonibo	above	manã́	manã́	m a n !ã́/ã	None	132		['m', 'a', 'n', '(', '-', ')', '!ã́/ã', '-', '(', '-', '-', '-', '-', ')']	4
3181	Kapanawa	above	manán	manán	m a n !á/a n	None	132		['m', 'a', 'n', '(', '-', ')', '!á/a', 'n', '(', '-', '-', '-', '-', ')']	4
3182	Chakobo	above	mana	mana	m a n a	None	132		['m', 'a', 'n', '(', '-', ')', 'a', '-', '(', '-', '-', '-', '-', ')']	4
3183	Yaminawa	above	manaõ	manaõ	m a n a õ	None	132		['m', 'a', 'n', '(', '-', ')', 'a', '-', '(', '-', 'õ', '-', '-', ')']	4
3184	Yaminawa	above	manã	manã	m a n ã	None	132		['m', 'a', 'n', '(', '-', ')', 'ã', '-', '(', '-', '-', '-', '-', ')']	4
3186	Sharanawa	above	mananun	mananun	m a n a n u n	None	132		['m', 'a', 'n', '(', '-', ')', 'a', 'n', '(', 'u', 'n', '-', '-', ')']	4
3187	Shanenawa	above	manaun	manaun	m a n a u n	None	132		['m', 'a', 'n', '(', '-', ')', 'a', '-', '(', 'u', 'n', '-', '-', ')']	4
3188	Amawaka	above	manã-	manã-	m a n ã	II	132		['m', 'a', 'n', '(', '-', ')', 'ã', '-', '(', '-', '-', '-', '-', ')']	4
3189	Kaxinawa	above	mãnã	mãnã	m ã n ã	None	132		['m', 'ã', 'n', '(', '-', ')', 'ã', '-', '(', '-', '-', '-', '-', ')']	4
3190	Marinawa	above	mãnãkírí	mãnãkírí	m ã n ã k !í/i r !í/i	None	132		['m', 'ã', 'n', '(', '-', ')', 'ã', '-', '(', 'k', '!í/i', 'r', '!í/i', ')']	4
3191	Mayoruna	above	mannan	mannan	m a n n a n	None	132		['m', 'a', 'n', '(', 'n', ')', 'a', 'n', '(', '-', '-', '-', '-', ')']	4
5227	Chaninawa	above	manakiri	manakiri	m a n a k i r i	None	670		['m', 'a', 'n', 'a', '(', '-', ')', 'k', 'i', 'r', 'i', '(', '+', 'k', 'i', 'r', ')']	4
3356	Proto-Panoan	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3357	Kakataibo	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3358	ShipiboKonibo	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3359	Kapanawa	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3360	Marubo	achiote	maʃɨ	maʃɨ	m a ʃ ɨ	None	146		['m', 'a', 'ʃ', 'ɨ']	5
3361	Chakobo	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3362	Chaninawa	achiote	baʃɨ	baʃɨ	b a ʃ ɨ	None	146		['b', 'a', 'ʃ', 'ɨ']	5
3363	Katukina	achiote	maʂi	maʂi	m a ʂ i	None	146		['m', 'a', 'ʂ', 'i']	5
3364	Amawaka	achiote	maxɨ	maxɨ	m a x ɨ	II	146		['m', 'a', 'x', 'ɨ']	5
3365	Kaxinawa	achiote	maʂɨ	maʂɨ	m a ʂ ɨ	None	146		['m', 'a', 'ʂ', 'ɨ']	5
3366	Marinawa	achiote	máʂɨ́	máʂɨ́	m !á/a ʂ !ɨ́/i	None	146		['m', '!á/a', 'ʂ', '!ɨ́/i']	5
4413	Korubo	achiote	ʃinte	ʃinte	ʃ i n t e	None	233		['(', '-', '-', ')', '-', '-', '(', '-', ')', 'ʃ', 'i', 'n', '(', '-', 't', 'e', '-', '-', '-', ')']	5
4618	Korubo	achiote	ʃinte	ʃinte	ʃ i n.t e	None	247		['-', '-', 'ʃ', 'i', 'n.t', '(', 'e', '-', '-', ')']	5
6561	Proto-Panoan	adam's apple	tɨto[n]	tɨto[n]	t ɨ t o rⁿ	None	400		['t', 'ɨ', '-', 't', 'o', 'rⁿ', '(', '-', '-', '-', ')']	6
6562	Kakataibo	adam's apple	tɨtṍ	tɨtṍ	t ɨ t ṍ	None	400		['t', 'ɨ', '-', 't', 'ṍ', '-', '(', '-', '-', '-', ')']	6
6563	ShipiboKonibo	adam's apple	tɨtṍ	tɨtṍ	t ɨ t ṍ	None	400		['t', 'ɨ', '-', 't', 'ṍ', '-', '(', '-', '-', '-', ')']	6
6564	Kapanawa	adam's apple	tɨtón	tɨtón	t ɨ t !ó/o n	None	400		['t', 'ɨ', '-', 't', '!ó/o', 'n', '(', '-', '-', '-', ')']	6
6565	Marubo	adam's apple	tə̃ˈto	tə̃ˈto	t ə̃ t o	None	400		['t', 'ə̃', '-', 't', 'o', '-', '(', '-', '-', '-', ')']	6
6566	Chakobo	adam's apple	tɨto	tɨto	t ɨ t o	None	400		['t', 'ɨ', '-', 't', 'o', '-', '(', '-', '-', '-', ')']	6
6567	Kaxarari	adam's apple	tɨbuˈɾu	tɨbuˈɾu	t ɨ b u ɾ u	None	537		['t', 'ɨ', '(', '-', ')', '-', '-', '(', 'b', 'u', ')', 'ɾ', '(', 'u', ')']	6
6568	Sharanawa	adam's apple	tɨtoko	tɨtoko	t ɨ t o k o	None	400		['t', 'ɨ', '-', 't', 'o', '-', '(', 'k', 'o', '-', ')']	6
6569	Sharanawa	adam's apple	tɨtokon	tɨtokon	t ɨ t o k o n	None	400		['t', 'ɨ', '-', 't', 'o', '-', '(', 'k', 'o', 'n', ')']	6
6570	Amawaka	adam's apple	tɨtõ	tɨtõ	t ɨ t õ	II	400		['t', 'ɨ', '-', 't', 'õ', '-', '(', '-', '-', '-', ')']	6
6571	Amawaka	adam's apple	tɨ́́ʃpí	tɨ́́ʃpí	t !ɨ́/ɨ ʃ p !í/i	None	809		['t', '!ɨ́/ɨ', '(', 'ʃ', ')', '-', '-', '(', 'p', '!í/i', ')', '-', '(', '-', ')']	6
6572	Kaxinawa	adam's apple	tɨtuku	tɨtuku	t ɨ t u k u	None	400		['t', 'ɨ', '-', 't', 'u', '-', '(', 'k', 'u', '-', ')']	6
6573	Marinawa	adam's apple	tɨ́ś_tõ	tɨ́ś_tõ	t !ɨ́/ɨ s t õ	None	400		['t', '!ɨ́/ɨ', 's', 't', 'õ', '-', '(', '-', '-', '-', ')']	6
6576	Mayoruna	adam's apple	tɨon	tɨon	t ɨ o n	None	671		['t', 'ɨ', '(', '-', ')', '-', 'o', '(', '-', '-', ')', 'n', '(', '-', ')']	6
7073	Proto-Panoan	afternoon	yãtan	yãtan	j ã t a n	None	445		['j', 'ã', 't', 'a', 'n']	7
7074	Kakataibo	afternoon	atã́	atã́	a t !ã́/ã	None	445		['-', 'a', 't', '!ã́/ã', '-']	7
7075	ShipiboKonibo	afternoon	yãtã́	yãtã́	j ã t !ã́/ã	None	445		['j', 'ã', 't', '!ã́/ã', '-']	7
7076	Kapanawa	afternoon	yantán	yantán	j a n.t !á/a n	None	445		['j', 'a', 'n.t', '!á/a', 'n']	7
7077	Chakobo	afternoon	yáta	yáta	j !á/a t a	None	445		['j', '!á/a', 't', 'a', '-']	7
7079	Yaminawa	afternoon	yãta	yãta	j ã t a	None	445		['j', 'ã', 't', 'a', '-']	7
7080	Sharanawa	afternoon	yatan	yatan	j a t a n	None	445		['j', 'a', 't', 'a', 'n']	7
7081	Amawaka	afternoon	yãtã	yãtã	j ã t ã	II	445		['j', 'ã', 't', 'ã', '-']	7
7082	Marinawa	afternoon	yátã	yátã	j !á/a t ã	None	445		['j', '!á/a', 't', 'ã', '-']	7
7083	Yawanawa	afternoon	jãˈtã	jãˈtã	j ã t ã	None	445		['j', 'ã', 't', 'ã', '-']	7
1743	Proto-Panoan	amber	[ts]is[t]o	[ts]is[t]o	ts i s t o	None	18		['ts', 'i', 's', 't', 'o']	8
1745	Chakobo	amber	tsisto	tsisto	ts i s t o	None	18		['ts', 'i', 's', 't', 'o']	8
1746	Mayoruna	amber	tsisu	tsisu	ts i s u	None	18		['ts', 'i', 's', '-', 'u']	8
1732	Proto-Panoan	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1733	Kakataibo	amber, coal	tsisu	tsisu	ts i s u	None	672		['ts', 'i', 's', '-', 'u']	9
1734	ShipiboKonibo	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1735	Kapanawa	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1736	Chakobo	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1737	Chakobo	amber, coal	tsistí	tsistí	ts i s t !í/ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', '!í/ɨ', '(', '-', ')']	9
1738	Sharanawa	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1739	Sharanawa	amber, coal	tsistɨn	tsistɨn	ts i s t ɨ n	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', 'n', ')']	9
1740	Kaxinawa	amber, coal	tsistɨ	tsistɨ	ts i s t ɨ	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', 'i', 's', 't', 'ɨ', '(', '-', ')']	9
1741	Kaxinawa	amber, coal	kaɾu_tʃiʃtɨ	kaɾu_tʃiʃtɨ	k a ɾ u tʃ i ʃ t ɨ	None	17		['(', 'k', 'a', 'ɾ', 'u', '+', ')', 'tʃ', 'i', 'ʃ', 't', 'ɨ', '(', '-', ')']	9
1742	Marinawa	amber, coal	tsístɨ́	tsístɨ́	ts !í/i s t ɨ́	None	17		['(', '-', '-', '-', '-', '-', ')', 'ts', '!í/i', 's', 't', 'ɨ́', '(', '-', ')']	9
1744	Kakataibo	amber, coal	tsiso	tsiso	ts i s o	None	18		['ts', 'i', 's', '-', 'o']	9
7141	Proto-Panoan	animal	yoʔi[n]a	yoʔi[n]a	j o ʔ i rⁿ a	None	451		['j', 'o', 'ʔ', 'i', 'rⁿ', 'a', '(', '-', ')']	10
7142	Kakataibo	animal	ñoina	ñoina	ɲ o i n a	None	451		['ɲ', 'o', '-', 'i', 'n', 'a', '(', '-', ')']	10
7143	ShipiboKonibo	animal	yoina	yoina	j o i n a	None	451		['j', 'o', '-', 'i', 'n', 'a', '(', '-', ')']	10
7144	Kapanawa	animal	yoʔina	yoʔina	j o ʔ i n a	None	451		['j', 'o', 'ʔ', 'i', 'n', 'a', '(', '-', ')']	10
7145	Marubo	animal	yoĩ	yoĩ	j o i ~	None	451		['j', 'o', '-', 'i', '~', '-', '(', '-', ')']	10
7146	Chakobo	animal	yoʔína	yoʔína	j o ʔ !í/i n a	None	451		['j', 'o', 'ʔ', '!í/i', 'n', 'a', '(', '-', ')']	10
7147	Sharanawa	animal	yoina	yoina	j o i n a	None	451		['j', 'o', '-', 'i', 'n', 'a', '(', '-', ')']	10
7148	Sharanawa	animal	yoinan	yoinan	j o i n a n	None	451		['j', 'o', '-', 'i', 'n', 'a', '(', 'n', ')']	10
7149	Shanenawa	animal	yuina	yuina	j u i n a	None	451		['j', 'u', '-', 'i', 'n', 'a', '(', '-', ')']	10
7150	Poyanawa	animal	iũĩda	iũĩda	j ũ !ī/i d a	None	451		['j', 'ũ', '-', '!ī/i', 'd', 'a', '(', '-', ')']	10
7151	Amawaka	animal	yõʔina_I	yõʔina_I	j õ ʔ i n a	None	451		['j', 'õ', 'ʔ', 'i', 'n', 'a', '(', '-', ')']	10
7152	Kaxinawa	animal	yuina	yuina	j u i n a	None	451		['j', 'u', '-', 'i', 'n', 'a', '(', '-', ')']	10
7153	Kaxinawa	animal	yuina...	yuina...	j u i n a	None	451		['j', 'u', '-', 'i', 'n', 'a', '(', '-', ')']	10
7154	Marinawa	animal	yóíná	yóíná	j !ó/o !í/i n !á/a	None	451		['j', '!ó/o', '-', '!í/i', 'n', '!á/a', '(', '-', ')']	10
7155	Yawanawa	animal	iuina	iuina	j u i n a	None	451		['j', 'u', '-', 'i', 'n', 'a', '(', '-', ')']	10
3058	Proto-Panoan	animal horn	mãtʃa[n]	mãtʃa[n]	m ã tʃ a rⁿ	None	122		['m', 'ã', 'tʃ', 'a', 'rⁿ', '(', '-', '-', '-', ')']	11
3059	Kakataibo	animal horn	matuʂka	matuʂka	m a t u ʂ k a	None	673		['m', 'a', 't', 'u', '-', '(', 'ʂ', 'k', 'a', ')']	11
3060	ShipiboKonibo	animal horn	mãtʃã́	mãtʃã́	m ã tʃ !ã́/ã	None	122		['m', 'ã', 'tʃ', '!ã́/ã', '-', '(', '-', '-', '-', ')']	11
3061	Kapanawa	animal horn	mantʃán	mantʃán	m a n.tʃ !á/a n	None	122		['m', 'a', 'n.tʃ', '!á/a', 'n', '(', '-', '-', '-', ')']	11
3062	Marubo	animal horn	mãˈʃũ	mãˈʃũ	m ã ʃ ũ	None	676		['m', 'ã', 'ʃ', 'ũ', '-', '(', '-', '-', '-', ')']	11
3063	Kaxarari	animal horn	maʂaˈɦu	maʂaˈɦu	m a ʂ a ɦ u	None	675		['m', 'a', 'ʂ', 'a', '-', '(', 'ɦ', 'u', '-', ')']	11
3064	Shanenawa	animal horn	maʂu	maʂu	m a ʂ u	None	678		['m', 'a', 'ʂ', 'u', '-', '(', '-', '-', '-', ')']	11
3065	Katukina	animal horn	mə̃nˈdzoỹ	mə̃nˈdzoỹ	m ə̃ n.dz õi	None	674		['m', 'ə̃', 'n.dz', 'õi', '-', '(', '-', '-', '-', ')']	11
3066	Amawaka	animal horn	matʃã	matʃã	m a tʃ ã	None	122		['m', 'a', 'tʃ', 'ã', '-', '(', '-', '-', '-', ')']	11
3067	Yawanawa	animal horn	matʃan	matʃan	m a tʃ a n	None	122		['m', 'a', 'tʃ', 'a', 'n', '(', '-', '-', '-', ')']	11
3069	Mayoruna	animal horn	maˈʂukud	maˈʂukud	m a ʂ u k u d	None	677		['m', 'a', 'ʂ', 'u', '-', '(', 'k', 'u', 'd', ')']	11
3389	Proto-Panoan	animal horn	mãʂo	mãʂo	m ã ʂ o	None	150		['m', 'ã', '(', '-', '-', ')', 'ʂ', 'o', '(', '-', '-', '-', '-', '-', ')']	11
3391	Marubo	animal horn	mãˈʃũ	mãˈʃũ	m ã ʃ ũ	None	150		['m', 'ã', '(', '-', '-', ')', 'ʃ', 'ũ', '(', '-', '-', '-', '-', '-', ')']	11
3392	Chakobo	animal horn	maʃoˈʃo	maʃoˈʃo	m a ʃ o ʃ o	None	150		['m', 'a', '(', '-', '-', ')', 'ʃ', 'o', '(', '-', '-', 'ʃ', 'o', '-', ')']	11
3393	Yaminawa	animal horn	mãʂo	mãʂo	m ã ʂ o	None	150		['m', 'ã', '(', '-', '-', ')', 'ʂ', 'o', '(', '-', '-', '-', '-', '-', ')']	11
3394	Yaminawa	animal horn	mãʂomã	mãʂomã	m ã ʂ o m ã	None	150		['m', 'ã', '(', '-', '-', ')', 'ʂ', 'o', '(', 'm', '-', 'ã', '-', '-', ')']	11
3395	Sharanawa	animal horn	maʂo	maʂo	m a ʂ o	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'o', '(', '-', '-', '-', '-', '-', ')']	11
3396	Sharanawa	animal horn	maʂon	maʂon	m a ʂ o n	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'o', '(', 'n', '-', '-', '-', '-', ')']	11
3397	Shanenawa	animal horn	maʂu	maʂu	m a ʂ u	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'u', '(', '-', '-', '-', '-', '-', ')']	11
3398	Poyanawa	animal horn	mãhũ	mãhũ	m ã h ũ	None	150		['m', 'ã', '(', '-', '-', ')', 'h', 'ũ', '(', '-', '-', '-', '-', '-', ')']	11
3399	Kaxarari	animal horn	maʂaˈɦu	maʂaˈɦu	m a ʂ a ɦ u	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'a', '(', 'ɦ', 'u', '-', '-', '-', ')']	11
3400	Amawaka	animal horn	máxo	máxo	m !á/a x o	II	150		['m', '!á/a', '(', '-', '-', ')', 'x', 'o', '(', '-', '-', '-', '-', '-', ')']	11
3401	Kaxinawa	animal horn	maʂu	maʂu	m a ʂ u	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'u', '(', '-', '-', '-', '-', '-', ')']	11
3402	Marinawa	animal horn	máʂo	máʂo	m !á/a ʂ o	None	150		['m', '!á/a', '(', '-', '-', ')', 'ʂ', 'o', '(', '-', '-', '-', '-', '-', ')']	11
3403	Yawanawa	animal horn	manʃun	manʃun	m a n ʃ u n	None	150		['m', 'a', '(', 'n', '-', ')', 'ʃ', 'u', '(', 'n', '-', '-', '-', '-', ')']	11
3405	Mayoruna	animal horn	maˈʂukud	maˈʂukud	m a ʂ u k u d	None	150		['m', 'a', '(', '-', '-', ')', 'ʂ', 'u', '(', '-', '-', 'k', 'u', 'd', ')']	11
4957	Proto-Panoan	ankle	poʂko	poʂko	p o ʂ k o	None	276		['(', '-', '-', ')', '-', '-', 'p', 'o', 'ʂ', 'k', 'o', '(', '-', '-', ')']	12
4958	Kapanawa	ankle	tapoʃko	tapoʃko	t a p o ʃ k o	None	276		['(', 't', 'a', ')', '-', '-', 'p', 'o', 'ʃ', 'k', 'o', '(', '-', '-', ')']	12
4959	Marubo	ankle	taˈpuʂɨ	taˈpuʂɨ	t a p u ʂ ɨ	None	276		['(', 't', 'a', ')', '-', '-', 'p', 'u', 'ʂ', '-', 'ɨ', '(', '-', '-', ')']	12
4960	Chakobo	ankle	hopotó	hopotó	h o p o t !ó/o	None	665		['(', '-', '-', ')', 'h', 'o', 'p', 'o', 't', '-', '!ó/o', '(', '-', '-', ')']	12
4961	Yaminawa	ankle	opoʂko	opoʂko	o p o ʂ k o	None	276		['(', '-', '-', ')', '-', 'o', 'p', 'o', 'ʂ', 'k', 'o', '(', '-', '-', ')']	12
4962	Yaminawa	ankle	opoʂkono	opoʂkono	o p o ʂ k o n o	None	276		['(', '-', '-', ')', '-', 'o', 'p', 'o', 'ʂ', 'k', 'o', '(', 'n', 'o', ')']	12
4963	Chaninawa	ankle	opoʃko	opoʃko	o p o ʃ k o	None	276		['(', '-', '-', ')', '-', 'o', 'p', 'o', 'ʃ', 'k', 'o', '(', '-', '-', ')']	12
4964	Sharanawa	ankle	opoʂko	opoʂko	o p o ʂ k o	None	276		['(', '-', '-', ')', '-', 'o', 'p', 'o', 'ʂ', 'k', 'o', '(', '-', '-', ')']	12
4965	Katukina	ankle	tapuʂku	tapuʂku	t a p u ʂ k u	None	276		['(', 't', 'a', ')', '-', '-', 'p', 'u', 'ʂ', 'k', 'u', '(', '-', '-', ')']	12
4966	Amawaka	ankle	hopoxko	hopoxko	h o p o x k o	II	276		['(', '-', '-', ')', 'h', 'o', 'p', 'o', 'x', 'k', 'o', '(', '-', '-', ')']	12
4967	Kaxinawa	ankle	hupúʃku	hupúʃku	h u p ú/u ʃ k u	None	276		['(', '-', '-', ')', 'h', 'u', 'p', 'ú/u', 'ʃ', 'k', 'u', '(', '-', '-', ')']	12
4968	Marinawa	ankle	ópoʂko	ópoʂko	!ó/o p o ʂ k o	None	276		['(', '-', '-', ')', '-', '!ó/o', 'p', 'o', 'ʂ', 'k', 'o', '(', '-', '-', ')']	12
4969	Marinawa	ankle	rápoʂko	rápoʂko	r !á/a p o ʂ k o	None	276		['(', 'r', '!á/a', ')', '-', '-', 'p', 'o', 'ʂ', 'k', 'o', '(', '-', '-', ')']	12
4970	Yawanawa	ankle	upuʃˈku	upuʃˈku	u p u ʃ k u	None	276		['(', '-', '-', ')', '-', 'u', 'p', 'u', 'ʃ', 'k', 'u', '(', '-', '-', ')']	12
5168	ShipiboKonibo	ankle	taɨ_patṍko	taɨ_patṍko	t a ɨ p a t !ṍ/õ k o	None	291		['t', 'a', '-', '(', 'ɨ', '+', 'p', 'a', ')', 't', '!ṍ/õ', '(', '-', ')', 'k', 'o', '(', '-', '-', '-', ')']	12
5172	Chakobo	ankle	hopotó	hopotó	h o p o t !ó/o	(ver etimologia 345	666		['h', 'o', '-', '(', '-', ')', 'p', 'o', 't', '!ó/o', '(', '-', ')', '-', '-', '(', '-', '-', '-', ')']	12
5639	Proto-Panoan	anteater	ʂaʔɨ	ʂaʔɨ	ʂ a ʔ ɨ	None	328		['ʂ', 'a', 'ʔ', 'ɨ', '(', '-', ')']	13
5641	ShipiboKonibo	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5642	Kapanawa	anteater	ʂaʔɨ	ʂaʔɨ	ʂ a ʔ ɨ	None	328		['ʂ', 'a', 'ʔ', 'ɨ', '(', '-', ')']	13
5643	Marubo	anteater	ʃaɨ	ʃaɨ	ʃ a ɨ	None	328		['ʃ', 'a', '-', 'ɨ', '(', '-', ')']	13
5644	Chakobo	anteater	ʂaʔɨ	ʂaʔɨ	ʂ a ʔ ɨ	None	328		['ʂ', 'a', 'ʔ', 'ɨ', '(', '-', ')']	13
5645	Sharanawa	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5646	Sharanawa	anteater	ʂaɨn	ʂaɨn	ʂ a ɨ n	None	328		['ʂ', 'a', '-', 'ɨ', '(', 'n', ')']	13
5647	Shanenawa	anteater	saɨ	saɨ	s a ɨ	None	328		['s', 'a', '-', 'ɨ', '(', '-', ')']	13
5648	Katukina	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5649	Amawaka	anteater	xaʔɨ	xaʔɨ	x a ʔ ɨ	II	328		['x', 'a', 'ʔ', 'ɨ', '(', '-', ')']	13
5650	Kaxinawa	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5651	Marinawa	anteater	ʂaɨ́́	ʂaɨ́́	ʂ a !ɨ́/ɨ	None	328		['ʂ', 'a', '-', '!ɨ́/ɨ', '(', '-', ')']	13
5652	Poyanawa	anteater	hay	hay	h a i	None	328		['h', 'a', '-', 'i', '(', '-', ')']	13
5653	Yawanawa	anteater	ʂaˈɨ	ʂaˈɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5654	Korubo	anteater	ʃaɨ	ʃaɨ	ʃ a ɨ	None	328		['ʃ', 'a', '-', 'ɨ', '(', '-', ')']	13
5655	Matis	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5656	Korubo	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
5657	Mayoruna	anteater	ʂaɨ	ʂaɨ	ʂ a ɨ	None	328		['ʂ', 'a', '-', 'ɨ', '(', '-', ')']	13
4998	Proto-Panoan	arm	poyam	poyam	p o j a m	None	279		['p', 'o', 'j', 'a', 'm', '(', '-', '-', '-', '-', '-', '-', ')']	14
4999	Kakataibo	arm	pɨñã	pɨñã	p ɨ ɲ ã	None	667		['p', 'ɨ', 'ɲ', 'ã', '-', '-', '(', '-', '-', '-', '-', '-', ')']	14
5000	ShipiboKonibo	arm	poyã_o_põyã	poyã_o_põyã	p õ j ã	None	279		['p', 'õ', 'j', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5001	Kapanawa	arm	poyán	poyán	p o j !á/a n	None	279		['p', 'o', 'j', '!á/a', 'n', '(', '-', '-', '-', '-', '-', '-', ')']	14
5002	Marubo	arm	puˈɐ̃	puˈɐ̃	p u ɐ̃	None	279		['p', 'u', '-', 'ɐ̃', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5003	Chakobo	arm	poyámɨ	poyámɨ	p o j !á/a m ɨ	None	279		['p', 'o', 'j', '!á/a', 'm', '(', 'ɨ', '-', '-', '-', '-', '-', ')']	14
5004	Yaminawa	arm	põya	põya	p õ j a	None	279		['p', 'õ', 'j', 'a', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5005	Yaminawa	arm	põyamã	põyamã	p õ j a m ã	None	279		['p', 'õ', 'j', 'a', 'm', '(', 'ã', '-', '-', '-', '-', '-', ')']	14
5006	Chaninawa	arm	póyan	póyan	p !ó/o j a n	None	279		['p', '!ó/o', 'j', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', ')']	14
5007	Sharanawa	arm	poyan	poyan	p o j a n	None	279		['p', 'o', 'j', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', ')']	14
5008	Sharanawa	arm	poyanpan	poyanpan	p o j a n p a n	None	279		['p', 'o', 'j', 'a', 'n', '(', '-', '-', '-', 'p', 'a', 'n', ')']	14
5009	Katukina	arm	puyan	puyan	p u j a n	None	279		['p', 'u', 'j', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', ')']	14
5010	Katukina	arm	puˈyɐ̃	puˈyɐ̃	p u j ɐ̃	None	279		['p', 'u', 'j', 'ɐ̃', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5011	Poyanawa	arm	puyã	puyã	p u j ã	None	279		['p', 'u', 'j', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5012	Amawaka	arm	põyã_I	põyã_I	p õ j ã	None	279		['p', 'õ', 'j', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5013	Kaxinawa	arm	puyã	puyã	p u j ã	None	279		['p', 'u', 'j', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5014	Marinawa	arm	poyã	poyã	p o j ã	None	279		['p', 'o', 'j', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', ')']	14
5015	Marinawa	arm	pɨ́́tao	pɨ́́tao	p !ɨ́/ɨ t a o	None	523		['p', '!ɨ́/ɨ', '-', '-', '-', '-', '(', 't', 'a', 'o', '-', '-', ')']	14
5017	Yawanawa	arm	puia-uma	puia-uma	p u j a u m a	None	279		['p', 'u', 'j', 'a', '-', '(', '-', '+', 'u', 'm', 'a', '-', ')']	14
2498	Marubo	arrow	kãti	kãti	k ã t i	None	77		['(', '-', '-', '-', '-', ')', 'k', 'ã', '-', '-', 't', 'i', '(', '-', '-', ')']	16
4725	Proto-Panoan	arrow	pia	pia	p i a	None	257		['p', 'i', '-', 'a', '(', '-', ')']	15
4726	Kakataibo	arrow	pia	pia	p i a	None	257		['p', 'i', '-', 'a', '(', '-', ')']	15
