ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
6715	Kakataibo	species of fish	βamɨ	βamɨ	β a m ɨ	None	413		['β', 'a', 'm', 'ɨ']	343
6716	ShipiboKonibo	species of fish	wamɨ	wamɨ	w a m ɨ	None	413		['w', 'a', 'm', 'ɨ']	343
6717	Kapanawa	species of fish	wamɨ	wamɨ	w a m ɨ	None	413		['w', 'a', 'm', 'ɨ']	343
6718	Sharanawa	species of fish	ɸama	ɸama	ɸ a m a	None	764		['ɸ', 'a', 'm', 'a', '(', '-', ')']	343
6719	Sharanawa	species of fish	ɸaman	ɸaman	ɸ a m a n	None	765		['ɸ', 'a', 'm', 'a', '(', 'n', ')']	343
6720	Amawaka	species of fish	wamɨ	wamɨ	w a m ɨ	None	413		['w', 'a', 'm', 'ɨ']	343
7212	Proto-Panoan	species of fish	yoma	yoma	j o m a	None	457		['j', 'o', 'm', 'a', '(', '-', ')']	343
7213	Kakataibo	species of fish	oma	oma	o m a	None	457		['-', 'o', 'm', 'a', '(', '-', ')']	343
7214	Sharanawa	species of fish	yoma	yoma	j o m a	None	457		['j', 'o', 'm', 'a', '(', '-', ')']	343
7215	Sharanawa	species of fish	yoman	yoman	j o m a n	None	457		['j', 'o', 'm', 'a', '(', 'n', ')']	343
7217	Amawaka	species of fish	yoma_I	yoma_I	j o m a	None	457		['j', 'o', 'm', 'a', '(', '-', ')']	343
7218	Kaxinawa	species of fish	yuma	yuma	j u m a	None	457		['j', 'u', 'm', 'a', '(', '-', ')']	343
7219	Marinawa	species of fish	yoma	yoma	j o m a	None	457		['j', 'o', 'm', 'a', '(', '-', ')']	343
373	Proto-Panoan	species of fish (Loricariidae)	ʔipo	ʔipo	ʔ i p o	None	138		['ʔ', 'i', 'p', 'o', '(', '-', ')']	346
374	Kakataibo	species of fish (Loricariidae)	ʔipo	ʔipo	ʔ i p o	None	138		['ʔ', 'i', 'p', 'o', '(', '-', ')']	346
375	ShipiboKonibo	species of fish (Loricariidae)	ʔipo	ʔipo	ʔ i p o	None	138		['ʔ', 'i', 'p', 'o', '(', '-', ')']	346
376	Kapanawa	species of fish (Loricariidae)	ʔipo	ʔipo	ʔ i p o	None	138		['ʔ', 'i', 'p', 'o', '(', '-', ')']	346
377	Marubo	species of fish (Loricariidae)	ipo	ipo	i p o	None	138		['-', 'i', 'p', 'o', '(', '-', ')']	346
378	Chakobo	species of fish (Loricariidae)	ipo	ipo	i p o	None	138		['-', 'i', 'p', 'o', '(', '-', ')']	346
379	Kaxarari	species of fish (Loricariidae)	iˈpu	iˈpu	i p u	None	138		['-', 'i', 'p', 'u', '(', '-', ')']	346
380	Sharanawa	species of fish (Loricariidae)	ipo	ipo	i p o	None	138		['-', 'i', 'p', 'o', '(', '-', ')']	346
381	Sharanawa	species of fish (Loricariidae)	ipon	ipon	i p o n	None	138		['-', 'i', 'p', 'o', '(', 'n', ')']	346
382	Katukina	species of fish (Loricariidae)	ipu	ipu	i p u	None	138		['-', 'i', 'p', 'u', '(', '-', ')']	346
383	Amawaka	species of fish (Loricariidae)	ʔipó	ʔipó	ʔ i p ó/o	ipó I	138		['ʔ', 'i', 'p', 'ó/o', '(', '-', ')']	346
384	Kaxinawa	species of fish (Loricariidae)	ipu	ipu	i p u	None	138		['-', 'i', 'p', 'u', '(', '-', ')']	346
385	Marinawa	species of fish (Loricariidae)	ipo	ipo	i p o	None	138		['-', 'i', 'p', 'o', '(', '-', ')']	346
387	Matis	species of fish (Loricariidae)	ipu	ipu	i p u	None	138		['-', 'i', 'p', 'u', '(', '-', ')']	346
1090	Marinawa	species of fish (Loricariidae)	ɸátõ	ɸátõ	ɸ á/a t õ	None	480		['ɸ', 'á/a', 't', 'õ', '-', '(', '-', '-', '-', ')']	348
1123	Marinawa	species of fish (Loricariidae)	ɸã́wĩ	ɸã́wĩ	ɸ ã́/ã w ĩ	None	482		['ɸ', 'ã́/ã', 'w', 'ĩ', '-', '(', '-', '-', ')']	349
1707	ShipiboKonibo	species of fish (Loricariidae)	maʂo_tsatsa	maʂo_tsatsa	m a ʂ o ts a ts a	None	14		['(', 'm', 'a', 'ʂ', 'o', '+', ')', 'ts', 'a', 'ts', 'a', '(', '-', ')']	347
1711	Kaxinawa	species of fish (Loricariidae)	tsatsa	tsatsa	ts a ts a	None	14		['(', '-', '-', '-', '-', '-', ')', 'ts', 'a', 'ts', 'a', '(', '-', ')']	347
1562	Proto-Panoan	species of fish (Pimelididae)	βoɨ	βoɨ	β o ɨ	None	3		['β', 'o', '-', 'ɨ']	350
1563	Kakataibo	species of fish (Pimelididae)	βuɨ	βuɨ	β u ɨ	None	3		['β', 'u', '-', 'ɨ']	350
1564	ShipiboKonibo	species of fish (Pimelididae)	βoɨ	βoɨ	β o ɨ	None	3		['β', 'o', '-', 'ɨ']	350
1565	Kapanawa	species of fish (Pimelididae)	βowɨ	βowɨ	β o w ɨ	None	3		['β', 'o', 'w', 'ɨ']	350
1566	Chakobo	species of fish (Pimelididae)	βoɨ	βoɨ	β o ɨ	None	3		['β', 'o', '-', 'ɨ']	350
1567	Shanenawa	species of fish (Pimelididae)	ɸaɨ	ɸaɨ	ɸ a ɨ	None	3		['ɸ', 'a', '-', 'ɨ']	350
1568	Katukina	species of fish (Pimelididae)	βai	βai	β a i	None	3		['β', 'a', '-', 'i']	350
1570	Amawaka	species of fish (Pimelididae)	wowɨ_I	wowɨ_I	w o w ɨ	None	3		['w', 'o', 'w', 'ɨ']	350
1571	Kaxinawa	species of fish (Pimelididae)	buɨ	buɨ	b u ɨ	None	3		['b', 'u', '-', 'ɨ']	350
1572	Matis	species of fish (Pimelididae)	buɨ	buɨ	b u ɨ	None	3		['b', 'u', '-', 'ɨ']	350
1341	Proto-Panoan	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499		['β', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1342	ShipiboKonibo	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499		['β', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1343	Kapanawa	species of frog	βɨʂko	βɨʂko	β ɨ ʂ k o	None	499		['β', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1344	Chakobo	species of frog	ˈβɨʂko	ˈβɨʂko	β ɨ ʂ k o	None	499		['β', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1345	Sharanawa	species of frog	ɸɨʂko	ɸɨʂko	ɸ ɨ ʂ k o	None	499		['ɸ', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1346	Sharanawa	species of frog	ɸɨʂkon	ɸɨʂkon	ɸ ɨ ʂ k o n	None	499		['ɸ', 'ɨ', 'ʂ', 'k', 'o', '(', 'n', '-', '-', ')']	352
1347	Shanenawa	species of frog	kuʂˈko	kuʂˈko	k u ʂ k o	None	552		['k', 'u', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1348	Marinawa	species of frog	ɸɨʂko	ɸɨʂko	ɸ ɨ ʂ k o	None	499		['ɸ', 'ɨ', 'ʂ', 'k', 'o', '(', '-', '-', '-', ')']	352
1349	Matis	species of frog	boʂkekid	boʂkekid	b o ʂ k e k i d	None	499		['b', 'o', 'ʂ', 'k', 'e', '(', 'k', 'i', 'd', ')']	352
1350	Mayoruna	species of frog	boʂ	boʂ	b o ʂ	None	499		['b', 'o', 'ʂ', '-', '-', '(', '-', '-', '-', ')']	352
6650	Proto-Panoan	species of frog	toa	toa	t o a	None	407		['t', 'o', '-', 'a']	351
6651	Kakataibo	species of frog	toa	toa	t o a	None	407		['t', 'o', '-', 'a']	351
6652	ShipiboKonibo	species of frog	toa	toa	t o a	None	407		['t', 'o', '-', 'a']	351
6653	Kapanawa	species of frog	toa	toa	t o a	None	407		['t', 'o', '-', 'a']	351
6654	Amawaka	species of frog	towa_I	towa_I	t o w a	None	407		['t', 'o', 'w', 'a']	351
6655	Kaxinawa	species of frog	tua	tua	t u a	None	407		['t', 'u', '-', 'a']	351
6656	Marinawa	species of frog	toa	toa	t o a	None	407		['t', 'o', '-', 'a']	351
2902	Proto-Panoan	species of funghi	ko[n]o	ko[n]o	k o rⁿ o	None	109		['k', 'o', 'rⁿ', 'o', '(', '-', '-', ')']	353
2903	Kakataibo	species of funghi	kunu	kunu	k u n u	None	109		['k', 'u', 'n', 'u', '(', '-', '-', ')']	353
2904	Kakataibo	species of funghi	kono	kono	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2905	ShipiboKonibo	species of funghi	kono	kono	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2906	Kapanawa	species of funghi	kono	kono	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2907	Chakobo	species of funghi	kono	kono	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2908	Sharanawa	species of funghi	kono	kono	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2909	Sharanawa	species of funghi	konon	konon	k o n o n	None	109		['k', 'o', 'n', 'o', '(', 'n', '-', ')']	353
2910	Amawaka	species of funghi	kono_I	kono_I	k o n o	None	109		['k', 'o', 'n', 'o', '(', '-', '-', ')']	353
2911	Kaxinawa	species of funghi	kunu	kunu	k u n u	None	109		['k', 'u', 'n', 'u', '(', '-', '-', ')']	353
2912	Marinawa	species of funghi	konoa	konoa	k o n o a	None	109		['k', 'o', 'n', 'o', '(', '-', 'a', ')']	353
2913	Mayoruna	species of funghi	makun	makun	m a k u n	None	553		['(', 'm', 'a', ')', 'k', 'u', 'n', '-', '(', '-', '-', ')']	353
3319	Proto-Panoan	species of gourd	masɨ[n]	masɨ[n]	m a s ɨ rⁿ	None	143		['m', 'a', 's', 'ɨ', 'rⁿ']	354
3320	Kakataibo	species of gourd	masɨ̃	masɨ̃	m a s ɨ̃	None	143		['m', 'a', 's', 'ɨ̃', '-']	354
3321	ShipiboKonibo	species of gourd	masɨ̃	masɨ̃	m a s ɨ̃	None	143		['m', 'a', 's', 'ɨ̃', '-']	354
3322	Kapanawa	species of gourd	maʂɨn	maʂɨn	m a ʂ ɨ n	None	143		['m', 'a', 'ʂ', 'ɨ', 'n']	354
3323	Marubo	species of gourd	mãˈsɨ̃	mãˈsɨ̃	m ã s ɨ̃	None	143		['m', 'ã', 's', 'ɨ̃', '-']	354
3324	Sharanawa	species of gourd	masɨ	masɨ	m a s ɨ	None	143		['m', 'a', 's', 'ɨ', '-']	354
3325	Sharanawa	species of gourd	masɨn	masɨn	m a s ɨ n	None	143		['m', 'a', 's', 'ɨ', 'n']	354
3326	Amawaka	species of gourd	mãsɨ̃	mãsɨ̃	m ã s ɨ̃	None	143		['m', 'ã', 's', 'ɨ̃', '-']	354
3327	Marinawa	species of gourd	máʂɨ	máʂɨ	m á/a ʂ ɨ	None	143		['m', 'á/a', 'ʂ', 'ɨ', '-']	354
3328	Matis	species of gourd	masɨn	masɨn	m a s ɨ n	None	143		['m', 'a', 's', 'ɨ', 'n']	354
5775	Proto-Panoan	species of gourd	ʂata[n]	ʂata[n]	ʂ a t a rⁿ	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', 'rⁿ', '(', '-', ')']	355
5776	ShipiboKonibo	species of gourd	ʂatán	ʂatán	ʂ a t á/a n	None	339		['ʂ', 'a', 't', 'á/a', '(', '-', '-', ')', 'n', '(', '-', ')']	355
5777	ShipiboKonibo	species of gourd	ʂátaman	ʂátaman	ʂ á/a t a m a n	None	339		['ʂ', 'á/a', 't', 'a', '(', 'm', 'a', ')', 'n', '(', '-', ')']	355
5778	Kapanawa	species of gourd	ʂatan	ʂatan	ʂ a t a n	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', 'n', '(', '-', ')']	355
5779	Chakobo	species of gourd	ʂaˈta	ʂaˈta	ʂ a t a	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', '-', '(', '-', ')']	355
5780	Chakobo	species of gourd	ʂaˈtano	ʂaˈtano	ʂ a t a n o	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', 'n', '(', 'o', ')']	355
5781	Chakobo	species of gourd	ʂatáno	ʂatáno	ʂ a t á/a n o	None	339		['ʂ', 'a', 't', 'á/a', '(', '-', '-', ')', 'n', '(', 'o', ')']	355
5782	Sharanawa	species of gourd	ʂata	ʂata	ʂ a t a	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', '-', '(', '-', ')']	355
5783	Sharanawa	species of gourd	ʂatan	ʂatan	ʂ a t a n	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', 'n', '(', '-', ')']	355
5784	Amawaka	species of gourd	xatã	xatã	x a t ã	None	339		['x', 'a', 't', 'ã', '(', '-', '-', ')', '-', '(', '-', ')']	355
5785	Marinawa	species of gourd	ʂáta	ʂáta	ʂ á/a t a	None	339		['ʂ', 'á/a', 't', 'a', '(', '-', '-', ')', '-', '(', '-', ')']	355
5786	Yawanawa	species of gourd	ʂata	ʂata	ʂ a t a	None	339		['ʂ', 'a', 't', 'a', '(', '-', '-', ')', '-', '(', '-', ')']	355
6547	Proto-Panoan	species of hawk	tɨtɨC	tɨtɨC	t ɨ t ɨ C/n	None	399		['t', 'ɨ', 't', 'ɨ', 'C/n', '(', '-', '-', '-', '-', ')']	356
6548	Kakataibo	species of hawk	tɨtɨ́́	tɨtɨ́́	t ɨ t !ɨ́/ɨ	None	399		['t', 'ɨ', 't', '!ɨ́/ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6549	ShipiboKonibo	species of hawk	tɨtɨ́́	tɨtɨ́́	t ɨ t !ɨ́/ɨ	None	399		['t', 'ɨ', 't', '!ɨ́/ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6550	Kapanawa	species of hawk	tɨtɨ́	tɨtɨ́	t ɨ t ɨ́	None	399		['t', 'ɨ', 't', 'ɨ́', '-', '(', '-', '-', '-', '-', ')']	356
6551	Marubo	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6552	Chakobo	species of hawk	tɨtɨ́ṕa	tɨtɨ́ṕa	t ɨ t !ɨ́/ɨ p a	None	399		['t', 'ɨ', 't', '!ɨ́/ɨ', '-', '(', '-', 'p', 'a', '-', ')']	356
6553	Sharanawa	species of hawk	tɨtɨn	tɨtɨn	t ɨ t ɨ n	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', 'n', '-', '-', '-', ')']	356
6554	Sharanawa	species of hawk	tɨtɨnpan	tɨtɨnpan	t ɨ t ɨ n p a n	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', 'n', 'p', 'a', 'n', ')']	356
6555	Shanenawa	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6556	Katukina	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6557	Amawaka	species of hawk	tɨtɨɨ_I	tɨtɨɨ_I	t ɨ t ɨ ɨ	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', 'ɨ', '-', '-', '-', ')']	356
6558	Kaxinawa	species of hawk	tɨtɨ	tɨtɨ	t ɨ t ɨ	None	399		['t', 'ɨ', 't', 'ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6559	Marinawa	species of hawk	tɨ́t́_ɨ́́	tɨ́t́_ɨ́́	t !ɨ́/ɨ t !ɨ́/ɨ	None	399		['t', '!ɨ́/ɨ', 't', '!ɨ́/ɨ', '-', '(', '-', '-', '-', '-', ')']	356
6560	Mayoruna	species of hawk	tʃiki_tek_tek	tʃiki_tek_tek	tʃ i k i t e k t e k	None	614		['tʃ', 'i', 'k', 'i', '-', '-', '(', '-', '+', 't', 'e', 'k', '+', 't', 'e', 'k', ')']	357
732	Proto-Panoan	species of heron	haka	haka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
733	Kakataibo	species of heron	aka	aka	a k a	None	381		['-', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
734	ShipiboKonibo	species of heron	haka	haka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
735	Kapanawa	species of heron	haka	haka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
736	Chakobo	species of heron	ˈhaka	ˈhaka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
737	Sharanawa	species of heron	akapora	akapora	a k a p o r a	None	381		['-', 'a', 'k', 'a', '(', 'p', 'o', 'r', 'a', '-', '-', ')', '-']	358
738	Sharanawa	species of heron	akaporanɨn	akaporanɨn	a k a p o r a n ɨ n	None	381		['-', 'a', 'k', 'a', '(', 'p', 'o', 'r', 'a', 'n', 'ɨ', ')', 'n']	358
739	Amawaka	species of heron	haka	haka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
740	Kaxinawa	species of heron	haka	haka	h a k a	None	381		['h', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
741	Marinawa	species of heron	ákápórá	ákápórá	á/a k á/a p ó/o r á/a	None	381		['-', 'á/a', 'k', 'á/a', '(', 'p', 'ó/o', 'r', 'á/a', '-', '-', ')', '-']	358
742	Matis	species of heron	aˈka	aˈka	a k a	None	381		['-', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
743	Mayoruna	species of heron	aˈka	aˈka	a k a	None	381		['-', 'a', 'k', 'a', '(', '-', '-', '-', '-', '-', '-', ')', '-']	358
1418	Proto-Panoan	species of heron	βitʃo	βitʃo	β i tʃ o	None	505		['β', 'i', 'tʃ', 'o', '(', '-', ')']	359
1419	Kakataibo	species of heron	βitʃo	βitʃo	β i tʃ o	None	505		['β', 'i', 'tʃ', 'o', '(', '-', ')']	359
1420	Sharanawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505		['ɸ', 'i', 'tʃ', 'o', '(', '-', ')']	359
1421	Sharanawa	species of heron	ɸitʃon	ɸitʃon	ɸ i tʃ o n	None	505		['ɸ', 'i', 'tʃ', 'o', '(', 'n', ')']	359
1422	Shanenawa	species of heron	fitʃu	fitʃu	f i tʃ u	None	505		['f', 'i', 'tʃ', 'u', '(', '-', ')']	359
1423	Amawaka	species of heron	witʃo_I	witʃo_I	w i tʃ o	None	505		['w', 'i', 'tʃ', 'o', '(', '-', ')']	359
1424	Kaxinawa	species of heron	bitʃu	bitʃu	b i tʃ u	None	505		['b', 'i', 'tʃ', 'u', '(', '-', ')']	359
1425	Marinawa	species of heron	ɸitʃo	ɸitʃo	ɸ i tʃ o	None	505		['ɸ', 'i', 'tʃ', 'o', '(', '-', ')']	359
1426	Yawanawa	species of heron	βitʃu	βitʃu	β i tʃ u	None	505		['β', 'i', 'tʃ', 'u', '(', '-', ')']	359
357	Proto-Panoan	species of jaguar	ʔi[n]o	ʔi[n]o	ʔ i rⁿ o	None	127		['ʔ', 'i', 'rⁿ', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
358	Kakataibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127		['ʔ', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
359	ShipiboKonibo	species of jaguar	ʔino	ʔino	ʔ i n o	None	127		['ʔ', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
360	Kapanawa	species of jaguar	ʔino	ʔino	ʔ i n o	None	127		['ʔ', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
361	Marubo	species of jaguar	ino	ino	i n o	None	127		['-', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
362	Kaxarari	species of jaguar	inaˈwa	inaˈwa	i n a w a	None	531		['i', 'n', 'a', 'w', 'a', '-']	360
363	Yaminawa	species of jaguar	ino_ɸãɸi	ino_ɸãɸi	i n o ɸ ã ɸ i	None	127		['-', 'i', 'n', 'o', '(', '-', '+', 'ɸ', 'ã', 'ɸ', 'i', '-', '-', ')']	360
364	Yaminawa	species of jaguar	ino_ɸãɸino	ino_ɸãɸino	i n o ɸ ã ɸ i n o	None	127		['-', 'i', 'n', 'o', '(', '-', '+', 'ɸ', 'ã', 'ɸ', 'i', 'n', 'o', ')']	360
365	Sharanawa	species of jaguar	ino	ino	i n o	None	127		['-', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
366	Sharanawa	species of jaguar	inon	inon	i n o n	None	127		['-', 'i', 'n', 'o', '(', 'n', '-', '-', '-', '-', '-', '-', '-', ')']	360
367	Shanenawa	species of jaguar	inu	inu	i n u	None	127		['-', 'i', 'n', 'u', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
368	Amawaka	species of jaguar	ʔinó	ʔinó	ʔ i n ó/o	None	127		['ʔ', 'i', 'n', 'ó/o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
369	Amawaka	species of jaguar	ʔinán	ʔinán	ʔ i n á/a n	None	127		['ʔ', 'i', 'n', 'á/a', '(', 'n', '-', '-', '-', '-', '-', '-', '-', ')']	360
370	Amawaka	species of jaguar	ino_I	ino_I	i n o	None	127		['-', 'i', 'n', 'o', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
371	Kaxinawa	species of jaguar	inu	inu	i n u	None	127		['-', 'i', 'n', 'u', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	360
2432	Proto-Panoan	species of jaguar	kamar	kamar	k a m a r	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'r', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2434	ShipiboKonibo	species of jaguar	kamã́	kamã́	k a m ã́/ã	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'ã́/ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2435	Kapanawa	species of jaguar	kaman_ʔino	kaman_ʔino	k a m a n ʔ i n o	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'n', '(', '-', '-', '-', '+', 'ʔ', 'i', 'n', 'o', ')']	361
2437	Chakobo	species of jaguar	kaˈmano	kaˈmano	k a m a n o	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', '-', '(', 'n', 'o', '-', '-', '-', '-', '-', '-', ')']	361
2438	Chakobo	species of jaguar	kama	kama	k a m a	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2439	Chakobo	species of jaguar	kamáno	kamáno	k a m á/a n o	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'á/a', '-', '(', 'n', 'o', '-', '-', '-', '-', '-', '-', ')']	361
2440	Kaxarari	species of jaguar	kamaˈlu	kamaˈlu	k a m a l u	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', '-', '(', 'l', 'u', '-', '-', '-', '-', '-', '-', ')']	361
2441	Sharanawa	species of jaguar	kaman	kaman	k a m a n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2443	Shanenawa	species of jaguar	kaman	kaman	k a m a n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2444	Katukina	species of jaguar	kaˈman	kaˈman	k a m a n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2445	Amawaka	species of jaguar	kámã	kámã	k á/a m ã	None	73		['(', '-', '-', '-', '-', ')', 'k', 'á/a', 'm', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2446	Amawaka	species of jaguar	kámanɨ́n	kámanɨ́n	k !á/a m a n !ɨ́/ɨ n	None	73		['(', '-', '-', '-', '-', ')', 'k', '!á/a', 'm', 'a', '-', '(', 'n', '!ɨ́/ɨ', 'n', '-', '-', '-', '-', '-', ')']	361
2447	Amawaka	species of jaguar	ʃinokamã	ʃinokamã	ʃ i n o k a m ã	None	73		['(', 'ʃ', 'i', 'n', 'o', ')', 'k', 'a', 'm', 'ã', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2450	Yawanawa	species of jaguar	kaman	kaman	k a m a n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'a', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2451	Poyanawa	species of jaguar	kãma	kãma	k ã m a	None	73		['(', '-', '-', '-', '-', ')', 'k', 'ã', 'm', 'a', '-', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2452	Korubo	species of jaguar	kamun	kamun	k a m u n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'u', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2453	Matis	species of jaguar	kamun	kamun	k a m u n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'u', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
2454	Mayoruna	species of jaguar	ka.ˈmun	ka.ˈmun	k a m u n	None	73		['(', '-', '-', '-', '-', ')', 'k', 'a', 'm', 'u', 'n', '(', '-', '-', '-', '-', '-', '-', '-', '-', ')']	361
6125	Proto-Panoan	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6126	Kakataibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6127	ShipiboKonibo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6128	Kapanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6129	Marubo	species of large tucan	ˈʃukɨ	ˈʃukɨ	ʃ u k ɨ	None	366		['ʃ', 'u', 'k', 'ɨ', '(', '-', ')']	362
6130	Chakobo	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6131	Kaxarari	species of large tucan	ʂukɨ	ʂukɨ	ʂ u k ɨ	None	366		['ʂ', 'u', 'k', 'ɨ', '(', '-', ')']	362
6132	Sharanawa	species of large tucan	ʂokɨ	ʂokɨ	ʂ o k ɨ	None	366		['ʂ', 'o', 'k', 'ɨ', '(', '-', ')']	362
6133	Sharanawa	species of large tucan	ʂokɨn	ʂokɨn	ʂ o k ɨ n	None	366		['ʂ', 'o', 'k', 'ɨ', '(', 'n', ')']	362
6134	Shanenawa	species of large tucan	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	366		['ʂ', 'ɨ', 'k', 'ɨ', '(', '-', ')']	362
