ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
5859	Kapanawa	species of lizard	ʂɨkɨ́́	ʂɨkɨ́́	ʂ ɨ k !ɨ́/ɨ	None	346	ʂ ɨ k !ɨ́/ɨ - ( - - - - - - - - - - - - )
5860	Chakobo	species of lizard	ʂɨˈkɨ	ʂɨˈkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - ( - - - - - - - - - - - - )
5861	Chakobo	species of lizard	ʂɨˈkɨpa	ʂɨˈkɨpa	ʂ ɨ k ɨ p a	None	346	ʂ ɨ k ɨ - ( p a - - - - - - - - - - )
5862	Yaminawa	species of lizard	ʂɨkɨ	ʂɨkɨ	ʂ ɨ k ɨ	None	346	ʂ ɨ k ɨ - ( - - - - - - - - - - - - )
5863	Yaminawa	species of lizard	ʂɨkɨpa	ʂɨkɨpa	ʂ ɨ k ɨ p a	None	346	ʂ ɨ k ɨ - ( p a - - - - - - - - - - )
5864	Amawaka	species of lizard	xɨkɨɨ_I	xɨkɨɨ_I	x ɨ k ɨ ɨ	None	346	x ɨ k ɨ - ( - - ɨ - - - - - - - - - )
5865	Kaxinawa	species of lizard	sɨkɨ	sɨkɨ	s ɨ k ɨ	None	346	s ɨ k ɨ - ( - - - - - - - - - - - - )
5866	Marinawa	species of lizard	ʂɨ́́kɨ	ʂɨ́́kɨ	ʂ !ɨ́/ɨ k ɨ	None	346	ʂ !ɨ́/ɨ k ɨ - ( - - - - - - - - - - - - )
5867	Matis	species of lizard	ʂɨkɨd_kapɨd_wasa	ʂɨkɨd_kapɨd_wasa	ʂ ɨ k ɨ d + k a p ɨ d + w a s a	None	346	ʂ ɨ k ɨ d ( - + k a p ɨ d + w a s a )
5868	Mayoruna	species of lizard	ʂɨˈkɨd	ʂɨˈkɨd	ʂ ɨ k ɨ d	None	346	ʂ ɨ k ɨ d ( - - - - - - - - - - - - )
1810	Proto-Panoan	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ ã p i ʃ	None	25	tʃ ã - p i ʃ - ( - )
1811	Kakataibo	species of mollusc	tʃãpíʃ	tʃãpíʃ	tʃ ã p !í/i ʃ	None	25	tʃ ã - p !í/i ʃ - ( - )
1812	Sharanawa	species of mollusc	tʃapiʃi	tʃapiʃi	tʃ a p i ʃ i	None	584	tʃ a - p i ʃ i ( - )
1813	Sharanawa	species of mollusc	tʃapiʃin	tʃapiʃin	tʃ a p i ʃ i n	None	766	tʃ a - p i ʃ i ( n )
1814	Amawaka	species of mollusc	tʃanpíʃ	tʃanpíʃ	tʃ a n p !í/i ʃ	None	25	tʃ a n p !í/i ʃ - ( - )
1815	Kaxinawa	species of mollusc	tʃãpiʃ	tʃãpiʃ	tʃ ã p i ʃ	None	25	tʃ ã - p i ʃ - ( - )
1816	Yawanawa	species of mollusc	tʃapiʃi	tʃapiʃi	tʃ a p i ʃ i	None	25	tʃ a - p i ʃ i ( - )
3662	Proto-Panoan	species of monkey	naʔir	naʔir	n a ʔ i r	None	174	n a ʔ i r
3663	ShipiboKonibo	species of monkey	nai	nai	n a i	None	174	n a - i -
3664	Kapanawa	species of monkey	naʔín	naʔín	n a ʔ !í/i n	None	174	n a ʔ !í/i n
3665	Marubo	species of monkey	[ˈnaj̃]	[ˈnaj̃]	n ãi	None	174	n ãi - - -
3666	Kaxarari	species of monkey	naˈli	naˈli	n a l i	None	174	n a l i -
3667	Katukina	species of monkey	nain	nain	n a i n	None	174	n a - i n
3668	Amawaka	species of monkey	nãʔi	nãʔi	n ã ʔ i	II	174	n ã ʔ i -
3669	Kaxinawa	species of monkey	nãi	nãi	n ã i	None	174	n ã - i -
3670	Marinawa	species of monkey	nãi	nãi	n ã i	None	174	n ã - i -
3671	Mayoruna	species of monkey	ˈnay	ˈnay	n a j	None	174	n a j - -
5332	Proto-Panoan	species of monkey	ɽiɽo	ɽiɽo	ɽ i ɽ o	None	302	ɽ i ɽ o ( - )
5333	Kakataibo	species of monkey	riri	riri	r i r i	None	302	r i r i ( - )
5334	ShipiboKonibo	species of monkey	riro	riro	r i r o	None	302	r i r o ( - )
5335	Kapanawa	species of monkey	riro	riro	r i r o	None	302	r i r o ( - )
5336	Chakobo	species of monkey	ˈriro	ˈriro	r i r o	None	302	r i r o ( - )
5337	Yaminawa	species of monkey	riro	riro	r i r o	None	302	r i r o ( - )
5338	Sharanawa	species of monkey	riro	riro	r i r o	None	302	r i r o ( - )
5339	Sharanawa	species of monkey	riron	riron	r i r o n	None	302	r i r o ( n )
5340	Amawaka	species of monkey	riro	riro	r i r o	II	302	r i r o ( - )
5341	Kaxinawa	species of monkey	nidu	nidu	n i d u	None	302	n i d u ( - )
5342	Marinawa	species of monkey	ríró	ríró	r !í/i r !ó/o	None	302	r !í/i r !ó/o ( - )
5343	Yawanawa	species of monkey	riru	riru	r i r u	None	302	r i r u ( - )
5344	Mayoruna	species of monkey	dide	dide	d i d e	None	302	d i d e ( - )
5578	Proto-Panoan	species of monkey	ʃiro	ʃiro	ʃ i r o	None	323	ʃ i r o - ( - )
5579	ShipiboKonibo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o - ( - )
5580	Kapanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o - ( - )
5581	Marubo	species of monkey	ʂino	ʂino	ʂ i n o	None	323	ʂ i n o - ( - )
5582	Chakobo	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o - ( - )
5583	Kaxarari	species of monkey	ʃiluˈa	ʃiluˈa	ʃ i l u a	None	323	ʃ i l u - ( a )
5584	Chaninawa	species of monkey	ʃido	ʃido	ʃ i d o	None	323	ʃ i d o - ( - )
5585	Sharanawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o - ( - )
5586	Sharanawa	species of monkey	ʃinon	ʃinon	ʃ i n o n	None	323	ʃ i n o - ( n )
5587	Shanenawa	species of monkey	ʂinu	ʂinu	ʂ i n u	None	323	ʂ i n u - ( - )
5588	Katukina	species of monkey	ʃĩˈoʔ	ʃĩˈoʔ	ʃ ĩ o ʔ	None	323	ʃ ĩ - o ʔ ( - )
5589	Poyanawa	species of monkey	ʃĩdu	ʃĩdu	ʃ ĩ d u	None	323	ʃ ĩ d u - ( - )
5590	Amawaka	species of monkey	ʃinó_I	ʃinó_I	ʃ i n ó/o	None	323	ʃ i n ó/o - ( - )
5591	Kaxinawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u - ( - )
5592	Marinawa	species of monkey	ʃino	ʃino	ʃ i n o	None	323	ʃ i n o - ( - )
5593	Yawanawa	species of monkey	ʃinu	ʃinu	ʃ i n u	None	323	ʃ i n u - ( - )
5620	Matis	species of monkey	sipi	sipi	s i p i	None	326	s i p i ( - )
6748	Proto-Panoan	species of monkey	wasa	wasa	w a s a	None	417	w a s a
6749	Kakataibo	species of monkey	βasa	βasa	β a s a	None	417	β a s a
6750	ShipiboKonibo	species of monkey	wasa	wasa	w a s a	None	417	w a s a
6751	Kapanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a
6752	Chakobo	species of monkey	wasa	wasa	w a s a	None	417	w a s a
6753	Sharanawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a
6754	Katukina	species of monkey	wara	wara	w a r a	None	767	w a r a
6755	Amawaka	species of monkey	wasa_I	wasa_I	w a s a	None	417	w a s a
6756	Kaxinawa	species of monkey	basa	basa	b a s a	None	417	b a s a
6757	Marinawa	species of monkey	ɸasa	ɸasa	ɸ a s a	None	417	ɸ a s a
6758	Yawanawa	species of monkey	wasa	wasa	w a s a	None	417	w a s a
3692	Proto-Panoan	species of mosquito	[n]akwa	[n]akwa	rⁿ a kʷ a	None	176	rⁿ a kʷ a ( - )
3693	Kakataibo	species of mosquito	nakwa	nakwa	n a kʷ a	None	176	n a kʷ a ( - )
3694	ShipiboKonibo	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3695	Kapanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3696	Marubo	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3697	Chakobo	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3698	Sharanawa	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3699	Sharanawa	species of mosquito	nakan	nakan	n a k a n	None	176	n a k a ( n )
3700	Amawaka	species of mosquito	naká_I	naká_I	n a k á/a	None	176	n a k á/a ( - )
3701	Kaxinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
3702	Marinawa	species of mosquito	naka	naka	n a k a	None	176	n a k a ( - )
1652	Proto-Panoan	species of otter	βõsi[m]	βõsi[m]	β õ s i m	None	10	( - - - - - ) β õ - s i m ( - )
1653	Kakataibo	species of otter	βõsime	βõsime	β õ s i m e	None	10	( - - - - - ) β õ - s i m ( e )
1654	ShipiboKonibo	species of otter	βõsĩ	βõsĩ	β õ s i ~	None	10	( - - - - - ) β õ - s i ~ ( - )
1655	Kapanawa	species of otter	hɨnɨ_βosi	hɨnɨ_βosi	h ɨ n ɨ + β o s i	None	10	( h ɨ n ɨ + ) β o - s i - ( - )
1656	Sharanawa	species of otter	ɸosi	ɸosi	ɸ o s i	None	10	( - - - - - ) ɸ o - s i - ( - )
1657	Sharanawa	species of otter	ɸosin	ɸosin	ɸ o s i n	None	10	( - - - - - ) ɸ o - s i n ( - )
1658	Shanenawa	species of otter	fuˈsiʔ	fuˈsiʔ	f u s i ʔ	None	10	( - - - - - ) f u - s i ʔ ( - )
1659	Poyanawa	species of otter	βũsĩ	βũsĩ	β u ~ s i ~	None	10	( - - - - - ) β u ~ s i ~ ( - )
1660	Amawaka	species of otter	wõsĩ	wõsĩ	w õ s i ~	II	10	( - - - - - ) w õ - s i ~ ( - )
1661	Marinawa	species of otter	ɸósĩ	ɸósĩ	ɸ !ó/o s i ~	None	10	( - - - - - ) ɸ !ó/o - s i ~ ( - )
1662	Matis	species of otter	bonsen	bonsen	b o n s e n	None	10	( - - - - - ) b o n s e n ( - )
1663	Mayoruna	species of otter	bosen	bosen	b o s e n	None	10	( - - - - - ) b o - s e n ( - )
1978	Kaxinawa	species of otter	hɨnɨ_inu	hɨnɨ_inu	h ɨ n ɨ + i n u	None	38	( - - - - ) h ɨ n ɨ ( - + ) - i n u ( - - - - - - - - )
4930	Proto-Panoan	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4931	Kakataibo	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4932	ShipiboKonibo	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4933	Kapanawa	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4934	Marubo	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
4935	Chakobo	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4936	Kaxarari	species of owl	ˈpupu	ˈpupu	p u p u	None	274	p u p u ( - )
4937	Sharanawa	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4938	Sharanawa	species of owl	popon	popon	p o p o n	None	274	p o p o ( n )
4939	Katukina	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
4940	Amawaka	species of owl	popó_I	popó_I	p o p ó/o	None	274	p o p ó/o ( - )
4941	Kaxinawa	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
4942	Marinawa	species of owl	popo	popo	p o p o	None	274	p o p o ( - )
4943	Yawanawa	species of owl	puˈpu	puˈpu	p u p u	None	274	p u p u ( - )
4944	Korubo	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
4945	Matis	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
4946	Mayoruna	species of owl	pupu	pupu	p u p u	None	274	p u p u ( - )
1538	Proto-Panoan	species of palm	βoʔɽɨ[t]	βoʔɽɨ[t]	β o ʔ ɽ ɨ t	None	515	β o ʔ ɽ ɨ t
1539	Kakataibo	species of palm	βuɾɨ	βuɾɨ	β u ɾ ɨ	None	515	β u - ɾ ɨ -
1540	Kakataibo	species of palm	βoɾɨ́	βoɾɨ́	β o ɾ ɨ́	None	515	β o - ɾ ɨ́ -
1541	ShipiboKonibo	species of palm	βorɨ́	βorɨ́	β o r ɨ́	None	515	β o - r ɨ́ -
1542	Kapanawa	species of palm	βoʔɾɨ́	βoʔɾɨ́	β o ʔ ɾ ɨ́	None	515	β o ʔ ɾ ɨ́ -
1543	Sharanawa	species of palm	ɸoɾɨ	ɸoɾɨ	ɸ o ɾ ɨ	None	515	ɸ o - ɾ ɨ -
1544	Sharanawa	species of palm	ɸoɾɨn	ɸoɾɨn	ɸ o ɾ ɨ n	None	515	ɸ o - ɾ ɨ n
1545	Shanenawa	species of palm	ɸuɾɨ	ɸuɾɨ	ɸ u ɾ ɨ	None	515	ɸ u - ɾ ɨ -
1546	Kaxinawa	species of palm	budɨ	budɨ	b u d ɨ	None	515	b u - d ɨ -
1547	Marinawa	species of palm	ɸóɾɨ̃	ɸóɾɨ̃	ɸ ó/o ɾ ɨ̃	None	515	ɸ ó/o - ɾ ɨ̃ -
1548	Korubo	species of palm	βoɬɨt	βoɬɨt	β o ɬ ɨ t	None	515	β o - ɬ ɨ t
1549	Mayoruna	species of palm	buˈɾɨd	buˈɾɨd	b u ɾ ɨ d	None	515	b u - ɾ ɨ d
1997	Proto-Panoan	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ ( - - - - )
1998	Kakataibo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ ( - - - - )
1999	ShipiboKonibo	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ ( - - - - )
2000	Kapanawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ ( - - - - )
2001	Marubo	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ ( - - - - )
2002	Chakobo	species of palm	hɨpɨ-itsa	hɨpɨ-itsa	h ɨ p ɨ + i ts a	None	40	h ɨ p ɨ ( + i ts a )
2003	Yaminawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ ( - - - - )
2004	Katukina	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ ( - - - - )
2005	Amawaka	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	II	40	h ɨ p ɨ ( - - - - )
2006	Kaxinawa	species of palm	hɨpɨ	hɨpɨ	h ɨ p ɨ	None	40	h ɨ p ɨ ( - - - - )
2007	Marinawa	species of palm	ɨpɨ	ɨpɨ	ɨ p ɨ	None	40	- ɨ p ɨ ( - - - - )
4068	Kakataibo	species of palm	nisi	nisi	n i s i	None	205	n i s i
5845	Proto-Panoan	species of palm	ʂɨβo[n]	ʂɨβo[n]	ʂ ɨ β o rⁿ	None	345	ʂ ɨ β o rⁿ
5846	Kakataibo	species of palm	ʂɨβin	ʂɨβin	ʂ ɨ β i n	None	345	ʂ ɨ β i n
5847	ShipiboKonibo	species of palm	ʂɨβṍ	ʂɨβṍ	ʂ ɨ β !ṍ/o ~	None	345	ʂ ɨ β !ṍ/o ~
5848	Kapanawa	species of palm	ʂɨβón	ʂɨβón	ʂ ɨ β ó/o n	None	345	ʂ ɨ β ó/o n
5849	Sharanawa	species of palm	ʂɨɸo	ʂɨɸo	ʂ ɨ ɸ o	None	345	ʂ ɨ ɸ o -
5850	Sharanawa	species of palm	ʂɨɸon	ʂɨɸon	ʂ ɨ ɸ o n	None	345	ʂ ɨ ɸ o n
5851	Amawaka	species of palm	xɨwõ	xɨwõ	x ɨ w õ	None	345	x ɨ w õ -
5852	Kaxinawa	species of palm	ʂibu	ʂibu	ʂ i b u	None	345	ʂ i b u -
5853	Marinawa	species of palm	ʂɨ́́ɸõ	ʂɨ́́ɸõ	ʂ !ɨ́/ɨ ɸ õ	None	345	ʂ !ɨ́/ɨ ɸ õ -
5854	Yawanawa	species of palm	ʂɨhu	ʂɨhu	ʂ ɨ h u	None	345	ʂ ɨ h u -
5855	Mayoruna	species of palm	ʂɨˈbin	ʂɨˈbin	ʂ ɨ b i n	None	345	ʂ ɨ b i n
6377	Proto-Panoan	species of palm	taoaCc	taoaCc	t a o a tʳ	None	384	t a o a tʳ ( - - )
6378	Kakataibo	species of palm	tɔ́́ɔ́́	tɔ́́ɔ́́	t ɔ́/ɔ ɔ́/ɔ	None	384	t ɔ́/ɔ ɔ́/ɔ - - ( - - )
6379	Kakataibo	species of palm	tó	tó	t ó/o	None	768	t ó/o - - - ( - - )
6380	ShipiboKonibo	species of palm	taó	taó	t a ó/o	None	384	t a ó/o - - ( - - )
6381	Kapanawa	species of palm	tao	tao	t a o	None	384	t a o - - ( - - )
6382	Chakobo	species of palm	taˈwawa	taˈwawa	t a w a w a	None	384	t a w a - ( w a )
6383	Yaminawa	species of palm	tao	tao	t a o	None	384	t a o - - ( - - )
6384	Yaminawa	species of palm	taõ	taõ	t a õ	None	384	t a õ - - ( - - )
6385	Sharanawa	species of palm	tao	tao	t a o	None	384	t a o - - ( - - )
6386	Sharanawa	species of palm	taon	taon	t a o n	None	384	t a o - - ( n - )
6387	Katukina	species of palm	tau	tau	t a u	None	384	t a u - - ( - - )
6388	Amawaka	species of palm	tao_I	tao_I	t a o	None	384	t a o - - ( - - )
6389	Kaxinawa	species of palm	tau	tau	t a u	None	384	t a u - - ( - - )
6390	Marinawa	species of palm	tao	tao	t a o	None	384	t a o - - ( - - )
6391	Yawanawa	species of palm	ˈtaw	ˈtaw	t a w	None	384	t a w - - ( - - )
6392	Korubo	species of palm	tawad	tawad	t a w a d	None	384	t a w a d ( - - )
6393	Matis	species of palm	tawad	tawad	t a w a d	None	384	t a w a d ( - - )
7190	Proto-Panoan	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7191	ShipiboKonibo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7192	Kapanawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7193	Marubo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7194	Chakobo	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7195	Sharanawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
7196	Sharanawa	species of pepper	yotʃin	yotʃin	j o tʃ i n	None	455	j o tʃ i ( n )
7197	Shanenawa	species of pepper	yutʃi	yutʃi	j u tʃ i	None	455	j u tʃ i ( - )
7198	Amawaka	species of pepper	yotʃi_I	yotʃi_I	j o tʃ i	None	455	j o tʃ i ( - )
7199	Kaxinawa	species of pepper	yutʃi	yutʃi	j u tʃ i	None	455	j u tʃ i ( - )
7200	Marinawa	species of pepper	yotʃi	yotʃi	j o tʃ i	None	455	j o tʃ i ( - )
1514	Proto-Panoan	species of picapau (Picidae)	βoir	βoir	β o i r	None	513	β o - i r ( - - - - )
1515	Kakataibo	species of picapau (Picidae)	βoĩ	βoĩ	β o ĩ	None	513	β o - ĩ - ( - - - - )
1516	ShipiboKonibo	species of picapau (Picidae)	βoĩ	βoĩ	β o ĩ	None	513	β o - ĩ - ( - - - - )
1517	Kapanawa	species of picapau (Picidae)	βoin	βoin	β o i n	None	513	β o - i n ( - - - - )
1518	Marubo	species of picapau (Picidae)	voĩ	voĩ	v o ĩ	None	513	v o - ĩ - ( - - - - )
1519	Chakobo	species of picapau (Picidae)	βoíno	βoíno	β o !í/i n o	None	513	β o - !í/i n ( o - - - )
1520	Chakobo	species of picapau (Picidae)	βoí	βoí	β o !í/i !/n	None	513	β o - !í/i !/n ( - - - - )
1521	Kaxarari	species of picapau (Picidae)	bʊhiˈlʊ	bʊhiˈlʊ	b ʊ h i l ʊ	None	513	b ʊ h i l ( ʊ - - - )
1522	Sharanawa	species of picapau (Picidae)	ɸoin	ɸoin	ɸ o i n	None	513	ɸ o - i n ( - - - - )
1523	Sharanawa	species of picapau (Picidae)	ɸoinpan	ɸoinpan	ɸ o i n p a n	None	513	ɸ o - i n ( - p a n )
1524	Shanenawa	species of picapau (Picidae)	fuin	fuin	f u i n	None	513	f u - i n ( - - - - )
1525	Katukina	species of picapau (Picidae)	βuin	βuin	β u i n	None	513	β u - i n ( - - - - )
1526	Amawaka	species of picapau (Picidae)	wowĩ_I	wowĩ_I	w o w ĩ	None	513	w o w ĩ - ( - - - - )
1527	Kaxinawa	species of picapau (Picidae)	bũĩ	bũĩ	b ũ ĩ	None	513	b ũ - ĩ - ( - - - - )
1528	Marinawa	species of picapau (Picidae)	ɸṍĩ	ɸṍĩ	ɸ !ṍ/o ~ ĩ	None	513	ɸ !ṍ/o ~ ĩ - ( - - - - )
4372	Proto-Panoan	species of pig	ho[n]o	ho[n]o	h o rⁿ o	None	232	h o rⁿ o - ( - - - - - - - - )
4373	Kakataibo	species of pig	õki	õki	õ k i	None	232	- õ - - - ( k i - - - - - - )
4374	ShipiboKonibo	species of pig	hono	hono	h o n o	None	232	h o n o - ( - - - - - - - - )
4375	Kapanawa	species of pig	hono	hono	h o n o	None	232	h o n o - ( - - - - - - - - )
4376	Marubo	species of pig	ˈunu	ˈunu	u n u	None	232	- u n u - ( - - - - - - - - )
4377	Chakobo	species of pig	hono	hono	h o n o	None	232	h o n o - ( - - - - - - - - )
4378	Kaxarari	species of pig	ʃibuˈlu	ʃibuˈlu	ʃ i b u l u	None	554	( ʃ i ) b u l u - - - ( - - - - - )
4379	Sharanawa	species of pig	ono	ono	o n o	None	232	- o n o - ( - - - - - - - - )
4380	Sharanawa	species of pig	onon	onon	o n o n	None	232	- o n o - ( - - - n - - - - )
4381	Shanenawa	species of pig	unu	unu	u n u	None	232	- u n u - ( - - - - - - - - )
4382	Katukina	species of pig	huˈnoʔ	huˈnoʔ	h u n o ʔ	None	232	h u n o ʔ ( - - - - - - - - )
4383	Poyanawa	species of pig	ũdu	ũdu	ũ d u	None	232	- ũ d u - ( - - - - - - - - )
4384	Amawaka	species of pig	hono	hono	h o n o	II	232	h o n o - ( - - - - - - - - )
4385	Kaxinawa	species of pig	hunu_yawa	hunu_yawa	h u n u + j a w a	None	232	h u n u - ( - - - + j a w a )
4386	Marinawa	species of pig	ónó	ónó	ó/o n ó/o	None	232	- ó/o n ó/o - ( - - - - - - - - )
4387	Yawanawa	species of pig	unu	unu	u n u	None	232	- u n u - ( - - - - - - - - )
4388	Korubo	species of pig	unkin	unkin	u n k i n	None	232	- u n - - ( k i n - - - - - )
4389	Matis	species of pig	unkin	unkin	u n k i n	None	232	- u n - - ( k i n - - - - - )
4390	Mayoruna	species of pig	uŋ.ˈkin	uŋ.ˈkin	u ŋ k i n	None	232	- u ŋ - - ( k i n - - - - - )
7086	Proto-Panoan	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7087	Kakataibo	species of pig	ñɔɔ	ñɔɔ	ɲ ɔ ɔ	None	446	ɲ ɔ - ɔ ( - )
7088	Kakataibo	species of pig	o	o	o	None	558	- o - - -
7089	ShipiboKonibo	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7090	Kapanawa	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7091	Marubo	species of pig	ˈyawa	ˈyawa	j a w a	None	446	j a w a ( - )
7092	Chakobo	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7093	Chaninawa	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7094	Sharanawa	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7095	Sharanawa	species of pig	yawan	yawan	j a w a n	None	446	j a w a ( n )
7096	Katukina	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7097	Poyanawa	species of pig	iawa	iawa	j a w a	None	446	j a w a ( - )
7098	Amawaka	species of pig	yaa	yaa	j a a	II	446	j a - a ( - )
7099	Kaxinawa	species of pig	yawa	yawa	j a w a	None	446	j a w a ( - )
7100	Marinawa	species of pig	yáwá	yáwá	j á/a w á/a	None	446	j á/a w á/a ( - )
7101	Yawanawa	species of pig	ja.wa	ja.wa	j a w a	None	446	j a w a ( - )
7102	Matis	species of pig	tʃawa	tʃawa	tʃ a w a	None	446	tʃ a w a ( - )
3295	Proto-Panoan	species of plant	maɽaʂ	maɽaʂ	m a ɽ a ʂ	None	141	m a ɽ a ( - ) ʂ ( - - - )
3296	Kakataibo	species of plant	maráʂ	maráʂ	m a r á/a ʂ	None	141	m a r á/a ( - ) ʂ ( - - - )
3297	ShipiboKonibo	species of plant	maráʂ	maráʂ	m a r á/a ʂ	None	141	m a r á/a ( - ) ʂ ( - - - )
3298	Kapanawa	species of plant	maráʂ	maráʂ	m a r á/a ʂ	None	141	m a r á/a ( - ) ʂ ( - - - )
3299	Mayoruna	species of plant	madaështe	madaështe	m a d a ɛ s h t e	None	141	m a d a ( ɛ ) s ( h t e )
5541	Proto-Panoan	species of plant	ʃiko[n]	ʃiko[n]	ʃ i k o rⁿ	None	320	ʃ i ( - ) k o rⁿ
5542	Kakataibo	species of plant	ʃikṍ	ʃikṍ	ʃ i k !ṍ/o ~	None	320	ʃ i ( - ) k !ṍ/o ~
5543	Kapanawa	species of plant	ʃinkon	ʃinkon	ʃ i n k o n	None	320	ʃ i ( n ) k o n
5544	Amawaka	species of plant	ʃikoI	ʃikoI	ʃ i k o	None	320	ʃ i ( - ) k o -
5545	Kaxinawa	species of plant	ʃiku	ʃiku	ʃ i k u	None	320	ʃ i ( - ) k u -
5547	Mayoruna	species of plant	sinkuin	sinkuin	s i n k u i n	None	657	s i n k u i n
6734	Proto-Panoan	species of pumpkin	waɽa[m]	waɽa[m]	w a ɽ a m	None	416	w a ɽ a m ( - - - )
6735	Kakataibo	species of pumpkin	βarã́	βarã́	β a r ã́/ã	None	416	β a r ã́/ã - ( - - - )
6736	ShipiboKonibo	species of pumpkin	warã́	warã́	w a r ã́/ã	None	416	w a r ã́/ã - ( - - - )
6737	Kapanawa	species of pumpkin	warán	warán	w a r á/a n	None	416	w a r á/a n ( - - - )
6738	Sharanawa	species of pumpkin	ɸaran	ɸaran	ɸ a r a n	None	416	ɸ a r a - ( - - n )
6739	Sharanawa	species of pumpkin	ɸaraman	ɸaraman	ɸ a r a m a n	None	416	ɸ a r a - ( m a n )
6740	Shanenawa	species of pumpkin	waɾa	waɾa	w a ɾ a	None	416	w a ɾ a - ( - - - )
6741	Katukina	species of pumpkin	waran	waran	w a r a n	None	416	w a r a n ( - - - )
6742	Amawaka	species of pumpkin	wãrã	wãrã	w ã r ã	II	416	w ã r ã - ( - - - )
6743	Kaxinawa	species of pumpkin	barã	barã	b a r ã	None	416	b a r ã - ( - - - )
6744	Marinawa	species of pumpkin	ɸárã	ɸárã	ɸ á/a r ã	None	416	ɸ á/a r ã - ( - - - )
6747	Mayoruna	species of pumpkin	wada	wada	w a d a	None	416	w a d a - ( - - - )
4947	Proto-Panoan	species of sloth	posɨ[n]	posɨ[n]	p o s ɨ rⁿ	None	275	p o ( - ) s ɨ rⁿ
4948	Kakataibo	species of sloth	posɨ	posɨ	p o s ɨ	None	275	p o ( - ) s ɨ -
4949	ShipiboKonibo	species of sloth	põsɨ	põsɨ	p õ s ɨ	None	275	p õ ( - ) s ɨ -
4950	Shanenawa	species of sloth	puˈsɜ̃	puˈsɜ̃	p u s ɜ̃	None	275	p u ( - ) s ɜ̃ -
4951	Katukina	species of sloth	punsi	punsi	p u n s i	None	275	p u ( n ) s i -
4952	Amawaka	species of sloth	posɨ_I	posɨ_I	p o s ɨ	None	275	p o ( - ) s ɨ -
