ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
2494	Marinawa	lightning	Kanã_ɸakaiki	Kanã_ɸakaiki	k a n ã + ɸ a k a i k i	None	76	k a n ã ( + ) ɸ a ( k a i k i )
2332	Proto-Panoan	lips	kwɨʂa[n]	kwɨʂa[n]	kʷ ɨ ʂ a rⁿ	None	65	kʷ ɨ ʂ a rⁿ ( - - )
2333	Kakataibo	lips	kwɨʂá	kwɨʂá	kʷ ɨ ʂ á/a	None	65	kʷ ɨ ʂ á/a - ( - - )
2334	ShipiboKonibo	lips	kɨʂá	kɨʂá	k ɨ ʂ á/a	None	65	k ɨ ʂ á/a - ( - - )
2335	Kapanawa	lips	kɨʂá	kɨʂá	k ɨ ʂ á/a	None	65	k ɨ ʂ á/a - ( - - )
2336	Marubo	lips	kɨˈʃa	kɨˈʃa	k ɨ ʃ a	None	65	k ɨ ʃ a - ( - - )
2337	Kaxarari	lips	kɨʂaˈka	kɨʂaˈka	k ɨ ʂ a k a	None	65	k ɨ ʂ a - ( k a )
2338	Yaminawa	lips	kɨʂã	kɨʂã	k ɨ ʂ ã	None	65	k ɨ ʂ ã - ( - - )
2340	Chaninawa	lips	kɨʃa	kɨʃa	k ɨ ʃ a	None	65	k ɨ ʃ a - ( - - )
2342	Sharanawa	lips	kɨʂa	kɨʂa	k ɨ ʂ a	None	65	k ɨ ʂ a - ( - - )
2343	Sharanawa	lips	kɨʂan	kɨʂan	k ɨ ʂ a n	None	65	k ɨ ʂ a - ( n - )
2344	Shanenawa	lips	kɨʂa	kɨʂa	k ɨ ʂ a	None	65	k ɨ ʂ a - ( - - )
2345	Katukina	lips	kɨˈʂa	kɨˈʂa	k ɨ ʂ a	None	65	k ɨ ʂ a - ( - - )
2346	Katukina	lips	kɨˈsa	kɨˈsa	k ɨ s a	None	65	k ɨ s a - ( - - )
2348	Kaxinawa	lips	kɨʂa	kɨʂa	k ɨ ʂ a	None	65	k ɨ ʂ a - ( - - )
2349	Marinawa	lips	kĩʂã	kĩʂã	k ĩ ʂ ã	None	65	k ĩ ʂ ã - ( - - )
2350	Yawanawa	lips	kɨʃa	kɨʃa	k ɨ ʃ a	None	65	k ɨ ʃ a - ( - - )
1948	Proto-Panoan	liquid, water	hɨ[n]ɨ	hɨ[n]ɨ	h ɨ rⁿ ɨ	None	37	h ɨ rⁿ ɨ ( - - - - - )
1949	Kakataibo	liquid, water	nɨ-	nɨ-	n ɨ	None	37	- - n ɨ ( - - - - - )
1950	ShipiboKonibo	liquid, water	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1951	Kapanawa	liquid, water	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1952	Marubo	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1953	Chakobo	liquid, water	ˈhɨnɨ	ˈhɨnɨ	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1956	Yaminawa	liquid, water	nɨ-	nɨ-	n ɨ	None	37	- - n ɨ ( - - - - - )
1957	Chaninawa	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1958	Sharanawa	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1960	Shanenawa	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1961	Katukina	liquid, water	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1962	Amawaka	liquid, water	hɨnɨ_I	hɨnɨ_I	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1963	Kaxinawa	liquid, water	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	37	h ɨ n ɨ ( - - - - - )
1964	Marinawa	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1965	Korubo	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1966	Matis	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
1967	Mayoruna	liquid, water	ɨnɨ	ɨnɨ	ɨ n ɨ	None	37	- ɨ n ɨ ( - - - - - )
6310	Proto-Panoan	liver	takwa	takwa	t a kʷ a	None	379	t a kʷ a ( - )
6311	Kakataibo	liver	takwa	takwa	t a kʷ a	None	379	t a kʷ a ( - )
6312	ShipiboKonibo	liver	taka	taka	t a k a	None	379	t a k a ( - )
6313	Kapanawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6314	Marubo	liver	ˈtaka	ˈtaka	t a k a	None	379	t a k a ( - )
6315	Chakobo	liver	táka	táka	t á/a k a	None	379	t á/a k a ( - )
6316	Kaxarari	liver	taˈka	taˈka	t a k a	None	379	t a k a ( - )
6317	Chaninawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6318	Sharanawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6319	Sharanawa	liver	takan	takan	t a k a n	None	379	t a k a ( n )
6320	Shanenawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6321	Katukina	liver	taka	taka	t a k a	None	379	t a k a ( - )
6322	Poyanawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6323	Amawaka	liver	taká_I	taká_I	t a k á/a	None	379	t a k á/a ( - )
6324	Kaxinawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6325	Marinawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6326	Yawanawa	liver	taka	taka	t a k a	None	379	t a k a ( - )
6327	Korubo	liver	takwa	takwa	t a kʷ a	None	379	t a kʷ a ( - )
6328	Matis	liver	takua	takua	t a kʷ a	None	379	t a kʷ a ( - )
6329	Mayoruna	liver	taˈkwa	taˈkwa	t a kʷ a	None	379	t a kʷ a ( - )
2736	Proto-Panoan	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2737	Kakataibo	locative ablative suffix	-mi-ki	-mi-ki	m i + k i	None	94	( m i + ) k i ( - - )
2738	Kakataibo	locative ablative suffix	-u-ki	-u-ki	u + k i	None	94	( - u + ) k i ( - - )
2739	ShipiboKonibo	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2740	Kapanawa	locative ablative suffix	-_ki	-_ki	k i	None	94	( - - - ) k i ( - - )
2741	Marubo	locative ablative suffix	-kirí	-kirí	k i r !í/i	None	94	( - - - ) k i ( r !í/i )
2742	Marubo	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2743	Chakobo	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2744	Kaxarari	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2745	Yaminawa	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2746	Shanenawa	locative ablative suffix	-kiɾi	-kiɾi	k i ɾ i	None	94	( - - - ) k i ( ɾ i )
2747	Amawaka	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
2748	Kaxinawa	locative ablative suffix	-ki	-ki	k i	None	94	( - - - ) k i ( - - )
207	Proto-Panoan	louse	ʔia	ʔia	ʔ i a	None	35	ʔ i - a
208	Kakataibo	louse	ʔia	ʔia	ʔ i a	None	35	ʔ i - a
209	ShipiboKonibo	louse	ʔia	ʔia	ʔ i a	None	35	ʔ i - a
210	Kapanawa	louse	ʔia	ʔia	ʔ i a	None	35	ʔ i - a
211	Marubo	louse	ˈia	ˈia	i a	None	35	- i - a
212	Chakobo	louse	ʔia	ʔia	ʔ i a	None	35	ʔ i - a
213	Kaxarari	louse	iˈya	iˈya	i j a	None	35	- i j a
214	Chaninawa	louse	ia	ia	i a	None	35	- i - a
215	Sharanawa	louse	ia	ia	i a	None	35	- i - a
216	Shanenawa	louse	ia	ia	i a	None	35	- i - a
217	Katukina	louse	ia	ia	i a	None	35	- i - a
218	Poyanawa	louse	ia	ia	i a	None	35	- i - a
219	Amawaka	louse	ʔíya	ʔíya	ʔ í/i j a	None	35	ʔ í/i j a
220	Amawaka	louse	iyá_I	iyá_I	i j á/a	None	35	- i j á/a
221	Kaxinawa	louse	ia	ia	i a	None	35	- i - a
222	Marinawa	louse	ia	ia	i a	None	35	- i - a
223	Yawanawa	louse	ia	ia	i a	None	35	- i - a
224	Matis	louse	tʃa	tʃa	tʃ a	None	35	- - tʃ a
5869	Proto-Panoan	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5870	Kakataibo	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5871	ShipiboKonibo	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5872	Kapanawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5873	Marubo	maize	ˈʃɨki	ˈʃɨki	ʃ ɨ k i	None	347	ʃ ɨ k i ( - )
5874	Chakobo	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5875	Kaxarari	maize	ʃɨki	ʃɨki	ʃ ɨ k i	None	347	ʃ ɨ k i ( - )
5876	Yaminawa	maize	ʂiki	ʂiki	ʂ i k i	None	347	ʂ i k i ( - )
5877	Yaminawa	maize	ʂikĩ	ʂikĩ	ʂ i k i ~	None	347	ʂ i k i ( ~ )
5878	Chaninawa	maize	ʃɨki	ʃɨki	ʃ ɨ k i	None	347	ʃ ɨ k i ( - )
5879	Sharanawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5880	Sharanawa	maize	ʂɨkin	ʂɨkin	ʂ ɨ k i n	None	347	ʂ ɨ k i ( n )
5881	Shanenawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5882	Katukina	maize	ʂikɨ	ʂikɨ	ʂ i k ɨ	None	347	ʂ i k ɨ ( - )
5883	Poyanawa	maize	hɨki	hɨki	h ɨ k i	None	347	h ɨ k i ( - )
5884	Amawaka	maize	xɨkí_I	xɨkí_I	x ɨ k !í/i	None	347	x ɨ k !í/i ( - )
5885	Kaxinawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5886	Marinawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5887	Yawanawa	maize	ʂɨki	ʂɨki	ʂ ɨ k i	None	347	ʂ ɨ k i ( - )
5888	Korubo	maize	ʃikʃu	ʃikʃu	ʃ i k ʃ u	None	538	ʃ i k ʃ u ( - )
5889	Mayoruna	maize	ʂikʂu	ʂikʂu	ʂ i k ʂ u	None	724	ʂ i k ʂ u ( - )
1267	Proto-Panoan	man	βɨ̃βo	βɨ̃βo	β ɨ̃ β o	None	492	β ɨ̃ β o ( - )
1268	Kakataibo	man	βɨβo	βɨβo	β ɨ β o	None	492	β ɨ β o ( - )
1269	ShipiboKonibo	man	βɨ̃βoo	βɨ̃βoo	β ɨ̃ β o o	None	492	β ɨ̃ β o ( o )
1270	Kapanawa	man	βɨβo	βɨβo	β ɨ β o	None	492	β ɨ β o ( - )
17	Proto-Panoan	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
18	Kakataibo	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
19	ShipiboKonibo	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
20	Kapanawa	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
21	Marubo	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
22	Chakobo	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
23	Chaninawa	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
24	Shanenawa	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
25	Katukina	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
26	Poyanawa	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
27	Amawaka	manioc, cassava	ʔatsa	ʔatsa	ʔ a ts a	None	114	ʔ a ts a
28	Amawaka	manioc, cassava	Atsa_I	Atsa_I	a ts a	None	114	- a ts a
29	Kaxinawa	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
30	Marinawa	manioc, cassava	atsa	atsa	a ts a	palabra usada solo por algunos de los ancianos	114	- a ts a
31	Yawanawa	manioc, cassava	atsa	atsa	a ts a	None	114	- a ts a
32	Korubo	manioc, cassava	Atsa	Atsa	a ts a	None	114	- a ts a
33	Matis	manioc, cassava	Atsa	Atsa	a ts a	None	114	- a ts a
1478	Matis	manioc, cassava	bina	bina	b i n a	None	509	b i n a ( - )
1650	Marubo	manioc, cassava	võpa	võpa	v õ p a	None	725	v õ p a
206	Korubo	many	iwa	iwa	i w a	None	24	( - - - - - - ) - i w a ( - - - - - - - - - - - - )
451	Proto-Panoan	many	ʔitsak	ʔitsak	ʔ i ts a k	None	193	ʔ i ts a k ( - - - - )
452	Kakataibo	many	ʔitsa	ʔitsa	ʔ i ts a	None	193	ʔ i ts a - ( - - - - )
453	ShipiboKonibo	many	ʔitʃa	ʔitʃa	ʔ i tʃ a	None	193	ʔ i tʃ a - ( - - - - )
454	Kapanawa	many	ʔitʃa	ʔitʃa	ʔ i tʃ a	None	193	ʔ i tʃ a - ( - - - - )
455	Chakobo	many	itʃa-	itʃa-	i tʃ a	None	193	- i tʃ a - ( - - - - )
456	Chakobo	many	itʃaɾama	itʃaɾama	i tʃ a ɾ a m a	(-ma negative,  juego 493	193	- i tʃ a - ( ɾ a m a )
457	Yaminawa	many	itʃa-	itʃa-	i tʃ a	None	193	- i tʃ a - ( - - - - )
458	Yaminawa	many	itʃa-_pa	itʃa-_pa	i tʃ a + p a	None	193	- i tʃ a - ( - + p a )
459	Chaninawa	many	itʃa-pa	itʃa-pa	i tʃ a + p a	None	193	- i tʃ a - ( - + p a )
460	Sharanawa	many	itʃa-pa	itʃa-pa	i tʃ a + p a	None	193	- i tʃ a - ( - + p a )
461	Shanenawa	many	itʃa-pa	itʃa-pa	i tʃ a + p a	None	193	- i tʃ a - ( - + p a )
462	Amawaka	many	ʔitʃa	ʔitʃa	ʔ i tʃ a	None	193	ʔ i tʃ a - ( - - - - )
463	Kaxinawa	many	itʃapa	itʃapa	i tʃ a p a	None	193	- i tʃ a - ( - - p a )
464	Marinawa	many	itʃapa	itʃapa	i tʃ a p a	None	193	- i tʃ a - ( - - p a )
465	Yawanawa	many	itʃa	itʃa	i tʃ a	None	193	- i tʃ a - ( - - - - )
466	Mayoruna	many	itʃak	itʃak	i tʃ a k	None	193	- i tʃ a k ( - - - - )
4827	Yaminawa	many	piʃta	piʃta	p i ʃ t a	None	266	( - - - - ) p i ʃ t - a -
1464	Proto-Panoan	marimbondo, caba	βira	βira	β i r a	None	509	β i r a ( - )
1465	Kakataibo	marimbondo, caba	βina	βina	β i n a	None	509	β i n a ( - )
1466	ShipiboKonibo	marimbondo, caba	βina	βina	β i n a	None	509	β i n a ( - )
1467	Kapanawa	marimbondo, caba	βina	βina	β i n a	None	509	β i n a ( - )
1468	Marubo	marimbondo, caba	vina	vina	v i n a	None	509	v i n a ( - )
1469	Chakobo	marimbondo, caba	βina	βina	β i n a	None	509	β i n a ( - )
1470	Kaxarari	marimbondo, caba	biˈla	biˈla	b i l a	None	509	b i l a ( - )
1471	Yaminawa	marimbondo, caba	ɸina	ɸina	ɸ i n a	None	509	ɸ i n a ( - )
1472	Sharanawa	marimbondo, caba	ɸina	ɸina	ɸ i n a	None	509	ɸ i n a ( - )
1473	Sharanawa	marimbondo, caba	ɸinan	ɸinan	ɸ i n a n	None	509	ɸ i n a ( n )
1474	Katukina	marimbondo, caba	βia	βia	β i a	None	509	β i - a ( - )
1475	Amawaka	marimbondo, caba	wina_I	wina_I	w i n a	None	509	w i n a ( - )
1476	Kaxinawa	marimbondo, caba	bina	bina	b i n a	None	509	b i n a ( - )
1477	Marinawa	marimbondo, caba	ɸina	ɸina	ɸ i n a	None	509	ɸ i n a ( - )
1612	Katukina	marimbondo, caba	niβuna	niβuna	n i β u n a	None	7	( n i ) β u n a ( - )
4804	Poyanawa	marimbondo, caba	piskã	piskã	p i s k ã	None	263	p i s - k ã ( - - - - - - - - - - - - - )
1830	Proto-Panoan	martim pescardor	tʃaɽaʂ	tʃaɽaʂ	tʃ a ɽ a ʂ	None	27	tʃ a ɽ a ʂ ( - - - - - - - )
1831	Kakataibo	martim pescardor	tʃaɾáʂ	tʃaɾáʂ	tʃ a ɾ á/a ʂ	None	27	tʃ a ɾ á/a ʂ ( - - - - - - - )
1832	ShipiboKonibo	martim pescardor	tʃaɾáʂ	tʃaɾáʂ	tʃ a ɾ á/a ʂ	None	27	tʃ a ɾ á/a ʂ ( - - - - - - - )
1833	Kapanawa	martim pescardor	tʃaɾáʂ	tʃaɾáʂ	tʃ a ɾ á/a ʂ	None	27	tʃ a ɾ á/a ʂ ( - - - - - - - )
1834	Kaxinawa	martim pescardor	tʃadaʃ_ʂɨnban	tʃadaʃ_ʂɨnban	tʃ a d a ʃ + ʂ ɨ n b a n	None	27	tʃ a d a ʃ ( + ʂ ɨ n b a n )
1835	Kaxinawa	martim pescardor	tʃadaʂ	tʃadaʂ	tʃ a d a ʂ	None	27	tʃ a d a ʂ ( - - - - - - - )
1836	Mayoruna	martim pescardor	tʃaˈɾak	tʃaˈɾak	tʃ a ɾ a k	None	27	tʃ a ɾ a k ( - - - - - - - )
4813	Proto-Panoan	mat	piʃi[n]	piʃi[n]	p i ʃ i rⁿ	None	265	p i ʃ i rⁿ ( - - - )
4814	Kakataibo	mat	piʃí	piʃí	p i ʃ !í/i	None	265	p i ʃ !í/i - ( - - - )
4815	ShipiboKonibo	mat	piʃi	piʃi	p i ʃ i	None	265	p i ʃ i - ( - - - )
4816	Kapanawa	mat	piʃín	piʃín	p i ʃ !í/i n	None	265	p i ʃ !í/i n ( - - - )
4817	Sharanawa	mat	piʂin	piʂin	p i ʂ i n	None	265	p i ʂ i n ( - - - )
4818	Sharanawa	mat	piʂinpan	piʂinpan	p i ʂ i n p a n	None	265	p i ʂ i n ( p a n )
4819	Amawaka	mat	piʃi	piʃi	p i ʃ i	II	265	p i ʃ i - ( - - - )
4820	Kaxinawa	mat	piʃi	piʃi	p i ʃ i	None	265	p i ʃ i - ( - - - )
4821	Marinawa	mat	píʃi	píʃi	p !í/i ʃ i	None	265	p !í/i ʃ i - ( - - - )
4822	Yawanawa	mat	piʃin	piʃin	p i ʃ i n	None	265	p i ʃ i n ( - - - )
2836	Proto-Panoan	maternal aunt	koka	koka	k o k a	None	100	k o k a ( - )
2837	ShipiboKonibo	maternal aunt	koka	koka	k o k a	None	100	k o k a ( - )
2838	Kapanawa	maternal aunt	koka	koka	k o k a	None	100	k o k a ( - )
2839	Marubo	maternal aunt	ˈkoka	ˈkoka	k o k a	None	100	k o k a ( - )
2840	Yaminawa	maternal aunt	koka	koka	k o k a	None	100	k o k a ( - )
2841	Yaminawa	maternal aunt	kokã	kokã	k o k ã	None	100	k o k ã ( - )
2842	Sharanawa	maternal aunt	koka	koka	k o k a	None	100	k o k a ( - )
2843	Sharanawa	maternal aunt	kokan	kokan	k o k a n	None	100	k o k a ( n )
2844	Shanenawa	maternal aunt	kuka	kuka	k u k a	None	100	k u k a ( - )
2845	Katukina	maternal aunt	kuka	kuka	k u k a	None	100	k u k a ( - )
2846	Poyanawa	maternal aunt	kuka	kuka	k u k a	None	100	k u k a ( - )
2847	Amawaka	maternal aunt	koka	koka	k o k a	II	100	k o k a ( - )
2848	Kaxinawa	maternal aunt	kuka	kuka	k u k a	None	100	k u k a ( - )
2849	Marinawa	maternal aunt	kóká	kóká	k ó/o k á/a	None	100	k ó/o k á/a ( - )
2850	Yawanawa	maternal aunt	kuka	kuka	k u k a	None	100	k u k a ( - )
2862	Proto-Panoan	maternal aunt	koko	koko	k o k o	None	105	k o k o
2863	Kakataibo	maternal aunt	koko	koko	k o k o	None	105	k o k o
2864	ShipiboKonibo	maternal aunt	koko	koko	k o k o	None	105	k o k o
2865	Chakobo	maternal aunt	koko	koko	k o k o	None	105	k o k o
2866	Korubo	maternal aunt	kuku	kuku	k u k u	None	105	k u k u
2867	Matis	maternal aunt	kuku	kuku	k u k u	None	105	k u k u
2868	Mayoruna	maternal aunt	ku.ˈku	ku.ˈku	k u k u	None	105	k u k u
3752	Proto-Panoan	meat	rami	rami	r a m i	None	180	r a m i ( - )
3753	Kakataibo	meat	nami	nami	n a m i	None	180	n a m i ( - )
3754	ShipiboKonibo	meat	nami	nami	n a m i	None	180	n a m i ( - )
3755	Kapanawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3756	Marubo	meat	ˈnami	ˈnami	n a m i	None	180	n a m i ( - )
3757	Chakobo	meat	nami	nami	n a m i	None	180	n a m i ( - )
3758	Kaxarari	meat	laˈmi	laˈmi	l a m i	None	180	l a m i ( - )
3759	Yaminawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3760	Yaminawa	meat	nãmi	nãmi	n ã m i	None	180	n ã m i ( - )
3761	Chaninawa	meat	nabi	nabi	n a b i	None	180	n a b i ( - )
3762	Chaninawa	meat	dami	dami	d a m i	None	180	d a m i ( - )
3763	Sharanawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3764	Sharanawa	meat	namin	namin	n a m i n	None	180	n a m i ( n )
3765	Shanenawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3766	Katukina	meat	nami	nami	n a m i	None	180	n a m i ( - )
3767	Poyanawa	meat	nãbi	nãbi	n ã b i	None	180	n ã b i ( - )
3768	Amawaka	meat	namí_I	namí_I	n a m !í/i	None	180	n a m !í/i ( - )
3769	Kaxinawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3770	Marinawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3771	Yawanawa	meat	nami	nami	n a m i	None	180	n a m i ( - )
3772	Matis	meat	nami	nami	n a m i	None	180	n a m i ( - )
3773	Mayoruna	meat	naˈmi	naˈmi	n a m i	None	180	n a m i ( - )
7156	Korubo	meat	oen	oen	o e n	None	726	- o - e n - ( - )
5032	Proto-Panoan	medicine	ɽaʔo	ɽaʔo	ɽ a ʔ o	None	282	ɽ a ʔ o ( - - )
5033	Kakataibo	medicine	rɔɔ	rɔɔ	r ɔ ɔ	None	282	r ɔ - ɔ ( - - )
5034	Kakataibo	medicine	ro	ro	r o	None	727	r o - - - -
5035	ShipiboKonibo	medicine	rao	rao	r a o	None	282	r a - o ( - - )
5036	Kapanawa	medicine	raʔo	raʔo	r a ʔ o	None	282	r a ʔ o ( - - )
5037	Marubo	medicine	rao	rao	r a o	None	282	r a - o ( - - )
5038	Yaminawa	medicine	rao	rao	r a o	None	282	r a - o ( - - )
5039	Yaminawa	medicine	raõ	raõ	r a õ	None	282	r a - õ ( - - )
5040	Sharanawa	medicine	rao	rao	r a o	None	282	r a - o ( - - )
5041	Sharanawa	medicine	raon	raon	r a o n	None	282	r a - o ( n - )
5042	Shanenawa	medicine	ɾaw	ɾaw	ɾ a w	None	282	ɾ a - w ( - - )
5043	Katukina	medicine	raʔũti	raʔũti	r a ʔ ũ t i	None	282	r a ʔ ũ ( t i )
5044	Amawaka	medicine	raʔo	raʔo	r a ʔ o	II	282	r a ʔ o ( - - )
5045	Kaxinawa	medicine	dau	dau	d a u	None	282	d a - u ( - - )
5046	Marinawa	medicine	ráó	ráó	r á/a ó/o	None	282	r á/a - ó/o ( - - )
5047	Yawanawa	medicine	ɾau	ɾau	ɾ a u	None	282	ɾ a - u ( - - )
5048	Korubo	medicine	ɬawɨ	ɬawɨ	ɬ a w ɨ	None	282	ɬ a w ɨ ( - - )
5049	Matis	medicine	dawɨ	dawɨ	d a w ɨ	None	282	d a w ɨ ( - - )
5050	Mayoruna	medicine	dawɨ	dawɨ	d a w ɨ	None	282	d a w ɨ ( - - )
5834	Marinawa	medicine	ʂɨ́́átí	ʂɨ́́átí	ʂ !ɨ́/ɨ !á/a t !í/i	None	343	ʂ !ɨ́/ɨ - !á/a ( - t !í/i - )
3192	Proto-Panoan	metal	ma[n]ɨ	ma[n]ɨ	m a rⁿ ɨ	None	133	m a rⁿ ɨ
3193	Kakataibo	metal	manɨ	manɨ	m a n ɨ	None	133	m a n ɨ
3194	Marubo	metal	manɨ	manɨ	m a n ɨ	None	133	m a n ɨ
3196	Kaxinawa	metal	manɨ	manɨ	m a n ɨ	None	133	m a n ɨ
1480	Proto-Panoan	miriti palm	βinon	βinon	β i n o n	None	510	β i n o n ( - )
1481	Kakataibo	miriti palm	βinṍ	βinṍ	β i n !ṍ/o ~	None	510	β i n !ṍ/o ~ ( - )
1482	ShipiboKonibo	miriti palm	βinó	βinó	β i n ó/o	None	510	β i n ó/o - ( - )
1483	Kapanawa	miriti palm	βinon	βinon	β i n o n	None	510	β i n o n ( - )
1484	Marubo	miriti palm	βinõ	βinõ	β i n õ	None	510	β i n õ - ( - )
1485	Chakobo	miriti palm	ˈβinona	ˈβinona	β i n o n a	None	510	β i n o n ( a )
1486	Chakobo	miriti palm	βino	βino	β i n o	None	510	β i n o - ( - )
1487	Kaxarari	miriti palm	binuˈni	binuˈni	b i n u n i	None	510	b i n u n ( i )
1488	Katukina	miriti palm	vĩoʔ	vĩoʔ	v ĩ o ʔ	None	510	v ĩ - o ʔ ( - )
1489	Amawaka	miriti palm	winõ_I	winõ_I	w i n õ	None	510	w i n õ - ( - )
1490	Yawanawa	miriti palm	βinun-	βinun-	β i n u n	None	510	β i n u n ( - )
651	Proto-Panoan	moon	ʔoʂɨ	ʔoʂɨ	ʔ o ʂ ɨ	None	325	ʔ o ʂ ( - ) ɨ ( - - )
652	Kakataibo	moon	ʔoʂɨ	ʔoʂɨ	ʔ o ʂ ɨ	None	325	ʔ o ʂ ( - ) ɨ ( - - )
653	ShipiboKonibo	moon	ʔoʂɨ	ʔoʂɨ	ʔ o ʂ ɨ	None	325	ʔ o ʂ ( - ) ɨ ( - - )
654	ShipiboKonibo	moon	ʔoʂnɨ́	ʔoʂnɨ́	ʔ o ʂ n ɨ́	225	325	ʔ o ʂ ( n ) ɨ́ ( - - )
655	Kapanawa	moon	ʔoʂnɨ́	ʔoʂnɨ́	ʔ o ʂ n ɨ́	None	325	ʔ o ʂ ( n ) ɨ́ ( - - )
656	Marubo	moon	ˈoʂɨʔ	ˈoʂɨʔ	o ʂ ɨ ʔ	None	325	- o ʂ ( - ) ɨ ( ʔ - )
657	Chakobo	moon	ʔoʂɨ	ʔoʂɨ	ʔ o ʂ ɨ	None	325	ʔ o ʂ ( - ) ɨ ( - - )
658	Kaxarari	moon	uˈʂɨ	uˈʂɨ	u ʂ ɨ	None	325	- u ʂ ( - ) ɨ ( - - )
659	Yaminawa	moon	oʂɨ	oʂɨ	o ʂ ɨ	None	325	- o ʂ ( - ) ɨ ( - - )
660	Yaminawa	moon	oʂɨ̃	oʂɨ̃	o ʂ ɨ̃	None	325	- o ʂ ( - ) ɨ̃ ( - - )
661	Chaninawa	moon	oʂɨ	oʂɨ	o ʂ ɨ	None	325	- o ʂ ( - ) ɨ ( - - )
662	Sharanawa	moon	oʂɨ	oʂɨ	o ʂ ɨ	None	325	- o ʂ ( - ) ɨ ( - - )
